Sport,Sporting Event Name,Olympic Host,Olympic Name,Year
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,15km mass start women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,50km men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 5km  10km pursuit women,Norway,Lillehammer 1994,1994
Cross Country Skiing,5km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km mass start men,Norway,Lillehammer 1994,1994
Alpine Skiing,slalom men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,Combined 10km  15km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,10km pursuit men,Norway,Lillehammer 1994,1994
Cross Country Skiing,30km women,Norway,Lillehammer 1994,1994
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x5km women,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Cross Country Skiing,Relay 4x10km men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Nordic Combined,Team men,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,3x75km relay women,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Biathlon,4x75km relay men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Teams men,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Normal Hill Individual men,France,Albertville 1992,1992
Alpine Skiing,alpine combined men,France,Albertville 1992,1992
Alpine Skiing,super-G men,France,Albertville 1992,1992
Alpine Skiing,downhill men,France,Albertville 1992,1992
Alpine Skiing,slalom men,France,Albertville 1992,1992
Alpine Skiing,giant slalom men,France,Albertville 1992,1992
Alpine Skiing,downhill women,France,Albertville 1992,1992
Alpine Skiing,super-G men,France,Albertville 1992,1992
Alpine Skiing,giant slalom men,France,Albertville 1992,1992
Cross Country Skiing,Combined 10km  15km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,10km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,30km mass start men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,75km women,France,Albertville 1992,1992
Biathlon,15km women,France,Albertville 1992,1992
Biathlon,75km women,France,Albertville 1992,1992
Biathlon,15km women,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Cross Country Skiing,Combined 10km  15km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,50km men,France,Albertville 1992,1992
Cross Country Skiing,10km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,30km mass start men,France,Albertville 1992,1992
Cross Country Skiing,15km mass start women,France,Albertville 1992,1992
Cross Country Skiing,Combined 5km  10km pursuit women,France,Albertville 1992,1992
Cross Country Skiing,5km women,France,Albertville 1992,1992
Cross Country Skiing,15km mass start women,France,Albertville 1992,1992
Cross Country Skiing,Combined 5km  10km pursuit women,France,Albertville 1992,1992
Cross Country Skiing,5km women,France,Albertville 1992,1992
Cross Country Skiing,30km women,France,Albertville 1992,1992
Cross Country Skiing,Combined 10km  15km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,50km men,France,Albertville 1992,1992
Cross Country Skiing,10km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,30km mass start men,France,Albertville 1992,1992
Cross Country Skiing,Combined 10km  15km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,50km men,France,Albertville 1992,1992
Cross Country Skiing,10km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,30km mass start men,France,Albertville 1992,1992
Cross Country Skiing,Combined 10km  15km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,10km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,30km mass start men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Cross Country Skiing,15km mass start women,France,Albertville 1992,1992
Cross Country Skiing,30km women,France,Albertville 1992,1992
Alpine Skiing,slalom women,France,Albertville 1992,1992
Alpine Skiing,giant slalom men,France,Albertville 1992,1992
Alpine Skiing,slalom men,France,Albertville 1992,1992
Alpine Skiing,super-G men,France,Albertville 1992,1992
Alpine Skiing,giant slalom men,France,Albertville 1992,1992
Alpine Skiing,downhill men,France,Albertville 1992,1992
Alpine Skiing,super-G men,France,Albertville 1992,1992
Alpine Skiing,giant slalom men,France,Albertville 1992,1992
Alpine Skiing,alpine combined men,France,Albertville 1992,1992
Alpine Skiing,downhill men,France,Albertville 1992,1992
Freestyle Skiing,Moguls men,France,Albertville 1992,1992
Freestyle Skiing,Moguls women,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Normal Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Normal Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Normal Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Normal Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Normal Hill Individual men,France,Albertville 1992,1992
Ski Jumping,Large Hill Individual men,France,Albertville 1992,1992
Freestyle Skiing,Aerials Women,France,Albertville 1992,1992
Freestyle Skiing,Moguls women,France,Albertville 1992,1992
Freestyle Skiing,Moguls women,France,Albertville 1992,1992
Freestyle Skiing,Moguls men,France,Albertville 1992,1992
Freestyle Skiing,Moguls men,France,Albertville 1992,1992
Freestyle Skiing,Moguls men,France,Albertville 1992,1992
Freestyle Skiing,Aerials Men,France,Albertville 1992,1992
Cross Country Skiing,15km mass start women,France,Albertville 1992,1992
Cross Country Skiing,30km women,France,Albertville 1992,1992
Biathlon,75km women,France,Albertville 1992,1992
Biathlon,15km women,France,Albertville 1992,1992
Biathlon,75km women,France,Albertville 1992,1992
Biathlon,15km women,France,Albertville 1992,1992
Biathlon,75km women,France,Albertville 1992,1992
Biathlon,15km women,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Cross Country Skiing,Combined 10km  15km pursuit men,France,Albertville 1992,1992
Cross Country Skiing,50km men,France,Albertville 1992,1992
Cross Country Skiing,10km pursuit men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Biathlon,75km women,France,Albertville 1992,1992
Biathlon,15km women,France,Albertville 1992,1992
Biathlon,20km men,France,Albertville 1992,1992
Biathlon,10km men,France,Albertville 1992,1992
Alpine Skiing,alpine combined men,France,Albertville 1992,1992
Alpine Skiing,slalom men,France,Albertville 1992,1992
