Medal Won,Athlete Name,First Game,Host Country,Game Name,Year
BRONZE,Johan GRØTTUMSBRÅTEN,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Johan GRØTTUMSBRÅTEN,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Johan GRØTTUMSBRÅTEN,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Anders HAUGEN,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Jacob Tullin THAMS,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Willy BÖCKL,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Beatrix LOUGHRAN,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Roald LARSEN,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Roald LARSEN,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Roald LARSEN,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Roald LARSEN,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Roald LARSEN,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Clas THUNBERG,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Clas THUNBERG,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Clas THUNBERG,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Clas THUNBERG,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Clas THUNBERG,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Oskar OLSEN,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Julius SKUTNABB,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Julius SKUTNABB,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Julius SKUTNABB,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Thorleif HAUG,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Thorleif HAUG,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Thorleif HAUG,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Thoralf STRÖMSTAD,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Thoralf STRÖMSTAD,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Tapani NIKU,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Sigurd MOEN,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Charles JEWTRAW,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Herma PLANCK-SZABO,Chamonix 1924,France,Chamonix 1924,1924
BRONZE,Georges GAUTSCHI,Chamonix 1924,France,Chamonix 1924,1924
SILVER,Narve BONNA,Chamonix 1924,France,Chamonix 1924,1924
GOLD,Frans Wilhelmi PÖRHÖLÄ,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Ugo FRIGERIO,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Ugo FRIGERIO,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Bertil SANDSTRÖM,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Carl WESTERGREN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Eino Aukusti LEINO,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Philippe CATTIAU,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Gillis GRAFSTRÖM,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Vilho Immanuel TUULOS,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Paavo NURMI,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Paavo NURMI,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Paavo NURMI,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Tommaso LEQUIO DI ASSABA,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Janne LUNDBLAD,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Roger François DUCRET,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Sverre SÖRSDAL,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Jean GOUNOT,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Edil ROSENQVIST,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Theresa BLANCHARD,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Armand MASSARD,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Morris FISHER,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Dennis FENTON,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Otto M. OLSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Otto M. OLSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Ole Andreas LILLOE-OLSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,P. Fredric LANDELIUS,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Harald NATVIG,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Kathleen MCKANE,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Louis RAYMOND,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Eero Reino LEHTONEN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Erik ABRAHAMSSON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Paavo JOHANSSON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Hugo Jalmari LAHTINEN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Brutus Kerr HAMILTON,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Folke JANSSON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Heikki LIIMATAINEN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Augustus POPE,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Guy Montagu BUTLER,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Henry PETERSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Charles PADDOCK,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Charles PADDOCK,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Helen WAINWRIGHT,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Aileen RIGGIN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Warren Paoa KEALOHA,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Gerard BLITZ,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Cyril Albert ALDEN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Henry Justaves KALTENBRUN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Harry William MALLIN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Sören PETERSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Edward EAGAN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Fritz HÜNENBERGER,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Filippo BOTTINO,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Alfred NEULAND,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Kalle ANTTILA,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Frithiof SVENSSON,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Charles COURANT,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Poul HANSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Arthur LINDFORS,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Oskar David FRIMAN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Age LUNDSTRÖM,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Carl Gustaf LEWENHAUPT,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Arvid WALLMAN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Clarence PINKSTON,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Clarence PINKSTON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Eva OLLIWIER,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Gustaf DYRSSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Jack BERESFORD,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Svea NOREN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Clarence Leonard WALKER,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,James MCKENZIE,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Montgomery Hart HERSCOVITCH,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Samuel MOSBERG,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Gotfred JOHANSEN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Clarence NEWTON,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Paul FRITSCH,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Jean GACHET,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Edoardo GARZENA,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Frank DI GENARO,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,William CUTHBERTSON,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Julius Gustav Albert SCHNEIDER,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Ronald RAWSON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Albert Xavier ELUERE,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Harry STENQVIST,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Fernand CANTELOUBE,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Petrus Gerardus IKELAAR,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Alessandro VALERIO,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Norman ROSS,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Norman ROSS,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,George VERNOT,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,George VERNOT,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Raymond KEGERIS,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Ludy LANGER,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Hakan MALMROT,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Hakan MALMROT,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Ethelda BLEIBTREY,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Ethelda BLEIBTREY,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Irene GUEST,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Frances SCHROTH,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Frances SCHROTH,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Margaret WOODBRIDGE,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Pua Kela KEALOHA,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,William HARRIS,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Henri GANCE,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Pietro Ubaldo BIANCHI,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Albert PETTERSSON,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Frans DE HAES,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Alfred SCHMIDT,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Eugène RYTHER,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Ernest CADINE,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Louis BERNOT,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Louis WILLIQUET,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Georges Florimond ROOMS,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Erik BACKMAN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Erik BACKMAN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,James WILSON,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Joseph GUILLEMOT,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Joseph GUILLEMOT,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Everett Lewis BRADLEY,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Helge Andreas LØVLAND,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Bertil OHLSON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Harry LIVERSEDGE,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Frank LOOMIS,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,John Kelley NORTON,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Allen WOODRING,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Harry EDWARD,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Harry EDWARD,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Albert HILL,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Albert HILL,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Earl EBY,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Bevil Gordon D'Urban RUDD,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Bevil Gordon D'Urban RUDD,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Nils ENGDAHL,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Valerio ARRI,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Morris KIRKSEY,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Marion Lawrence SHIELDS,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,R. William E. PETERSSON,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Carl JOHNSON,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Joseph PEARMAN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Richard Frederick REMER,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Harold BARRON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Frederick MURRAY,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,George PARKER,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Percy HODGE,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Ernesto AMBROSINI,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Frank FOSS,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Edwin MYERS,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Richmond LANDON,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Harold MULLER,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Bo EKELUND,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Aldo NADI,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Gustave BUCHARD,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Helmer MÖRNER,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Ettore CAFFARATTI,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Guilherme PARAENSE,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Raymond BRACKEN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Fritz ZULAUF,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Carl Telford FREDERICK,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Fritz KUCHEN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Lloyd Spencer SPOONER,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Mark ARIE,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Frank TROEH,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Frank WRIGHT,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Lawrence Adam NUESSLEIN,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Lawrence Adam NUESSLEIN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Arthur ROTHROCK,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Afranio Antonio DA COSTA,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Martti NIEMINEN,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Peter W. WRIGHT,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Charles Edwin ACKERLY,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Samuel GERSON,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Philip William Samuel BERNARD,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Heikki KÄHKÖNEN,Antwerp 1920,Belgium,Antwerp 1920,1920
SILVER,Väinö PENTTALA,Antwerp 1920,Belgium,Antwerp 1920,1920
BRONZE,Matti PERTTILÄ,Antwerp 1920,Belgium,Antwerp 1920,1920
GOLD,Anders LARSSON,Antwerp 1920,Belgium,Antwerp 1920,1920
