name,gender,country,athlete_index,athletes_sent,athletes_total,athlete_%
GENONI Leonardo,Male,Switzerland,1,95,169,56.213017751479285
GERARD Antoine,Male,France,1,50,86,58.139534883720934
GERARD Redmond,Male,United States of America,1,116,225,51.55555555555556
GERDZHIKOV Dimitar,Male,Bulgaria,1,10,16,62.5
GERNAT Martin,Male,Slovakia,1,37,50,74.0
GHIOTTO Davide,Male,Italy,1,72,119,60.50420168067227
GIACOMEL Tommaso,Male,Italy,1,72,119,60.50420168067227
GIBSON Lewis,Male,Great Britain,1,27,49,55.10204081632652
GIEZENDANNER Blaise,Male,France,1,50,86,58.139534883720934
GIGUERE Samuel,Male,Canada,1,109,215,50.697674418604656
GILL Liam,Male,Canada,1,109,215,50.697674418604656
GILSON VIANNA JERONIMO Erick,Male,Brazil,1,6,10,60.0
GIOVANELLA Mattia,Male,Italy,1,72,119,60.50420168067227
GIOVANNINI Andrea,Male,Italy,1,72,119,60.50420168067227
GITLAN Marian,Male,Romania,1,13,21,61.904761904761905
GLEESON Nick,Male,Great Britain,1,27,49,55.10204081632652
GLEIRSCHER David,Male,Austria,1,64,105,60.952380952380956
GLEIRSCHER Nico,Male,Austria,1,64,105,60.952380952380956
GLUECK Markus,Male,Austria,1,64,105,60.952380952380956
GLUKHOV Sergei,Male,ROC,1,108,217,49.76958525345622
GOEPPER Nicholas,Male,United States of America,1,116,225,51.55555555555556
GOLBERG Paal,Male,Norway,1,54,84,64.28571428571429
GOLD Taylor,Male,United States of America,1,116,225,51.55555555555556
GOLOVATSIUK Ignat,Male,Belarus,1,11,28,39.285714285714285
GONIN Simone,Male,Italy,1,72,119,60.50420168067227
GOOD Jasper,Male,United States of America,1,116,225,51.55555555555556
GORBATCEVICH Aleksandr,Male,ROC,1,108,217,49.76958525345622
GORDEEV Maksim,Male,Kyrgyzstan,1,1,1,100.0
GORIACHEV Daniil,Male,ROC,1,108,217,49.76958525345622
GOUTT Yohan Goncalves,Male,Timor-Leste,1,1,1,100.0
GOW Christian,Male,Canada,1,109,215,50.697674418604656
GOW Scott,Male,Canada,1,109,215,50.697674418604656
GOWER Jack,Male,Ireland,1,4,6,66.66666666666666
GRAABAK Joergen,Male,Norway,1,54,84,64.28571428571429
GRAHAM Matt,Male,Australia,1,21,44,47.72727272727273
GRANERUD Halvor Egner,Male,Norway,1,54,84,64.28571428571429
GRANLUND Markus,Male,Finland,1,51,96,53.125
GRANT Alex,Male,Canada,1,109,215,50.697674418604656
GRASSL Daniel,Male,Italy,1,72,119,60.50420168067227
GRATE Marcus,Male,Sweden,1,64,118,54.23728813559322
GRAZ Davide,Male,Italy,1,72,119,60.50420168067227
GRBOVIC Aleksandar,Male,Montenegro,1,2,3,66.66666666666666
GREIDERER Lukas,Male,Austria,1,64,105,60.952380952380956
GRIGORENKO Mikhail,Male,ROC,1,108,217,49.76958525345622
GRITSYUK Arseni,Male,ROC,1,108,217,49.76958525345622
GROND Valerio,Male,Switzerland,1,95,169,56.213017751479285
GRONDIN Eliot,Male,Canada,1,109,215,50.697674418604656
GRONLUND Timo Juhani,Male,Bolivia,1,2,2,100.0
GROTHEER Christopher,Male,Germany,1,96,148,64.86486486486487
GU Ao,Male,People's Republic of China,1,95,182,52.197802197802204
GUARISE Matteo,Male,Italy,1,72,119,60.50420168067227
GUBSER Kim,Male,Switzerland,1,95,169,56.213017751479285
GUDLEVSKIS Kristers,Male,Latvia,1,50,61,81.9672131147541
GUIGONNAT Antonin,Male,France,1,50,86,58.139534883720934
GUO Jianing,Male,People's Republic of China,1,95,182,52.197802197802204
GUO Yuhao,Male,People's Republic of China,1,95,182,52.197802197802204
GUSELI Valentino,Male,Australia,1,21,44,47.72727272727273
GUSEV Nikita,Male,ROC,1,108,217,49.76958525345622
GUSHUE Brad,Male,Canada,1,109,215,50.697674418604656
GUSTAFSON Jonathan,Male,United States of America,1,116,225,51.55555555555556
GUSTAFSSON Erik,Male,Sweden,1,64,118,54.23728813559322
GUSTIK Maksim,Male,Belarus,1,11,28,39.285714285714285
GUZIK Grzegorz,Male,Poland,1,27,57,47.368421052631575
GYGAX Nicolas,Male,Switzerland,1,95,169,56.213017751479285
HAAS Andreas,Male,Switzerland,1,95,169,56.213017751479285
HAAS Gaetan,Male,Switzerland,1,95,169,56.213017751479285
HAASER Raphael,Male,Austria,1,64,105,60.952380952380956
HABLUETZEL David,Male,Switzerland,1,95,169,56.213017751479285
HAEGGSTROEM Johan,Male,Sweden,1,64,118,54.23728813559322
HAEMMERLE Alessandro,Male,Austria,1,64,105,60.952380952380956
HAFER Christoph,Male,Germany,1,96,148,64.86486486486487
HAGER Patrick,Male,Germany,1,96,148,64.86486486486487
HAKOLA Ristomatti,Male,Finland,1,51,96,53.125
HALFVARSSON Calle,Male,Sweden,1,64,118,54.23728813559322
HALL Alexander,Male,United States of America,1,116,225,51.55555555555556
HALL Brad,Male,Great Britain,1,27,49,55.10204081632652
HAMADA Kaito,Male,Japan,1,49,121,40.49586776859504
HAMELIN Charles,Male,Canada,1,109,215,50.697674418604656
HAMILTON Matt,Male,United States of America,1,116,225,51.55555555555556
HAN Cong,Male,People's Republic of China,1,2,182,1.098901098901099
HAN Pengfei,Male,People's Republic of China,1,95,182,52.197802197802204
HANDEI Oleh,Male,Ukraine,1,24,46,52.17391304347826
HANYU Yuzuru,Male,Japan,1,49,121,40.49586776859504
HARA Daichi,Male,Japan,1,49,121,40.49586776859504
HARATYK Mateusz,Male,Poland,1,27,57,47.368421052631575
HARDIE Grant,Male,Great Britain,1,27,49,55.10204081632652
HARJULA Tuomas,Male,Finland,1,51,96,53.125
HARLAUT Henrik,Male,Sweden,1,64,118,54.23728813559322
HARLE Teal,Male,Canada,1,109,215,50.697674418604656
HARRINGTON Ben,Male,New Zealand,1,9,15,60.0
HARTIKAINEN Teemu,Male,Finland,1,51,96,53.125
HARTWEG Niklas,Male,Switzerland,1,95,169,56.213017751479285
HARUTYUNYAN Harutyun,Male,Armenia,1,3,6,50.0
HAUGAN Timon,Male,Norway,1,54,84,64.28571428571429
HAUTERVILLE Dorian,Male,France,1,50,86,58.139534883720934
HE Binghan,Male,People's Republic of China,1,95,182,52.197802197802204
HE Jinbo,Male,People's Republic of China,1,95,182,52.197802197802204
HEDIGER Jovian,Male,Switzerland,1,95,169,56.213017751479285
HEINRICH Romain,Male,France,1,50,86,58.139534883720934
HELLBERG Magnus,Male,Sweden,1,64,118,54.23728813559322
HELLESON Drew,Male,United States of America,1,116,225,51.55555555555556
HEMETSBERGER Daniel,Male,Austria,1,64,105,60.952380952380956
HENRICKSEN Dusty,Male,United States of America,1,116,225,51.55555555555556
HENTGES Sam,Male,United States of America,1,116,225,51.55555555555556
HEO Andrew,Male,United States of America,1,116,225,51.55555555555556
HERASKEVYCH Vladyslav,Male,Ukraine,1,24,46,52.17391304347826
HEROLA Ilkka,Male,Finland,1,51,96,53.125
HERZOG Fabrice,Male,Switzerland,1,95,169,56.213017751479285
HEWITT Dean,Male,Australia,1,21,44,47.72727272727273
HIETANEN Juuso,Male,Finland,1,51,96,53.125
HIIDENSALO Olli,Male,Finland,1,1,96,1.0416666666666665
HILL Kevin,Male,Canada,1,109,215,50.697674418604656
HIMMA Martin,Male,Estonia,1,14,26,53.84615384615385
HINCKFUSS Hugo,Male,Australia,1,21,44,47.72727272727273
HINTERMANN Niels,Male,Switzerland,1,95,169,56.213017751479285
HIRANO Ayumu,Male,Japan,1,49,121,40.49586776859504
HIRANO Kaishu,Male,Japan,1,49,121,40.49586776859504
HIRANO Ruka,Male,Japan,1,49,121,40.49586776859504
HIROSE Ryo,Male,Japan,1,49,121,40.49586776859504
HIRVONEN Eero,Male,Finland,1,51,96,53.125
HLADCHENKA Stanislau,Male,Belarus,1,11,28,39.285714285714285
HO Ping-Jui,Male,Chinese Taipei,1,1,4,25.0
HOEFLICH Andre,Male,Germany,1,96,148,64.86486486486487
HOEIBERG Markus,Male,Norway,1,54,84,64.28571428571429
HOERL Jan,Male,Austria,1,64,105,60.952380952380956
HOFER Lukas,Male,Italy,1,72,119,60.50420168067227
HOFMANN Gregory,Male,Switzerland,1,95,169,56.213017751479285
HOLESINSKY Adrian,Male,Slovakia,1,37,50,74.0
HOLLANDER Sean,Male,United States of America,1,116,225,51.55555555555556
HOLLENSTEIN Denis,Male,Switzerland,1,95,169,56.213017751479285
HOLM Philip,Male,Sweden,1,64,118,54.23728813559322
HOLMBERG Pontus,Male,Sweden,1,64,118,54.23728813559322
HOLTERMANN Henrik,Male,Denmark,1,34,63,53.96825396825397
HOLUND Hans Christer,Male,Norway,1,54,84,64.28571428571429
HOLZER Korbinian,Male,Germany,1,96,148,64.86486486486487
HOOGERWERF Dylan,Male,Netherlands,1,21,41,51.21951219512195
HORISHIMA Ikuma,Male,Japan,1,49,121,40.49586776859504
HORN Kristopher,Male,United States of America,1,116,225,51.55555555555556
HO-SANG Josh,Male,Canada,1,109,215,50.697674418604656
HOUSER Radek,Male,Czech Republic,1,59,115,51.30434782608696
HOWDEN Reece,Male,Canada,1,109,215,50.697674418604656
HOWE Connor,Male,Canada,1,109,215,50.697674418604656
HRIVIK Marek,Male,Slovakia,1,37,50,74.0
HROBAT Miha,Male,Slovenia,1,23,44,52.27272727272727
HRUBEC Simon,Male,Czech Republic,1,59,115,51.30434782608696
HUANG Yebo,Male,People's Republic of China,1,95,182,52.197802197802204
HUBER Daniel,Male,Austria,1,64,105,60.952380952380956
HUBER Elias,Male,Germany,1,96,148,64.86486486486487
HUBER Kristian,Male,Austria,1,64,105,60.952380952380956
HUBER Nicolas,Male,Switzerland,1,95,169,56.213017751479285
HUDACEK Libor,Male,Slovakia,1,37,50,74.0
HUFMAN Colin,Male,United States of America,1,116,225,51.55555555555556
HUGHES Jarryd,Male,Australia,1,21,44,47.72727272727273
HULA Stefan,Male,Poland,1,27,57,47.368421052631575
HULTSTROM Linus,Male,Sweden,1,64,118,54.23728813559322
HWANG Daeheon,Male,Republic of Korea,1,35,65,53.84615384615385
HYKA Tomas,Male,Czech Republic,1,59,115,51.30434782608696
HYVARINEN Perttu,Male,Finland,1,51,96,53.125
ICHINOHE Seitaro,Male,Japan,1,49,121,40.49586776859504
IKPEFAN Samuel Uduigowme,Male,Nigeria,1,1,1,100.0
ILIEV Vladimir,Male,Bulgaria,1,10,16,62.5
ILVES Kristjan,Male,Estonia,1,14,26,53.84615384615385
INDRASIS Miks,Male,Latvia,1,50,61,81.9672131147541
INNERHOFER Christof,Male,Italy,1,72,119,60.50420168067227
IPCIOGLU Fatih Arda,Male,Turkey,1,4,7,57.14285714285714
IRVING Birk,Male,United States of America,1,116,225,51.55555555555556
IRVING Lewis,Male,Canada,1,109,215,50.697674418604656
ITO Daiki,Male,Japan,1,49,121,40.49586776859504
IVERSEN Emil,Male,Norway,1,54,84,64.28571428571429
IVLIEV Konstantin,Male,ROC,1,108,217,49.76958525345622
JACQUELIN Emilien,Male,France,1,50,86,58.139534883720934
JADA Stavre,Male,North Macedonia,1,2,3,66.66666666666666
JAGER Luke,Male,United States of America,1,1,225,0.4444444444444444
JAKOB Patrick,Male,Austria,1,64,105,60.952380952380956
JAKOBSEN Julian,Male,Denmark,1,34,63,53.96825396825397
JAKOBSEN Kristoffer,Male,Sweden,1,64,118,54.23728813559322
JAKS Janis,Male,Latvia,1,50,61,81.9672131147541
JAMES Scotty,Male,Australia,1,21,44,47.72727272727273
JANICKI Artur,Male,Poland,1,27,57,47.368421052631575
JANSRUD Kjetil,Male,Norway,1,54,84,64.28571428571429
JAPHARIDZE Soso,Male,Georgia,1,5,9,55.55555555555556
JARVILEHTO Kalle,Male,Finland,1,51,96,53.125
JASICZEK Michal,Male,Poland,1,27,57,47.368421052631575
JAY Renaud,Male,France,1,50,86,58.139534883720934
JELISEJEVS Nikolajs,Male,Latvia,1,50,61,81.9672131147541
JENSEN AABO Jesper,Male,Denmark,1,34,63,53.96825396825397
JENSEN Jesper,Male,Denmark,1,34,63,53.96825396825397
JENSEN Nicholas B.,Male,Denmark,1,34,63,53.96825396825397
JENSEN Nicklas,Male,Denmark,1,34,63,53.96825396825397
JEONG Jongwon,Male,Republic of Korea,1,35,65,53.84615384615385
JERABEK Jakub,Male,Czech Republic,1,59,115,51.30434782608696
JIA Zongyang,Male,People's Republic of China,1,95,182,52.197802197802204
JIAN An,Male,People's Republic of China,1,95,182,52.197802197802204
JIANG Dongxu,Male,People's Republic of China,1,95,182,52.197802197802204
JIEKE Kailiaosi,Male,People's Republic of China,1,95,182,52.197802197802204
JIERUIMI Shimisi,Male,People's Republic of China,1,95,182,52.197802197802204
JIN Boyang,Male,People's Republic of China,1,95,182,52.197802197802204
JIN Yang,Male,People's Republic of China,1,2,182,1.098901098901099
JOCHER Simon,Male,Germany,1,96,148,64.86486486486487
JOHANSSON Allan Dahl,Male,Norway,1,54,84,64.28571428571429
JOHANSSON Lars,Male,Sweden,1,64,118,54.23728813559322
JOHANSSON Leo,Male,Sweden,1,64,118,54.23728813559322
JOHANSSON Linus,Male,Sweden,1,64,118,54.23728813559322
JOHANSSON Robert,Male,Norway,1,54,84,64.28571428571429
JOHN Shakeel,Male,Trinidad and Tobago,1,2,2,100.0
JOHNSON Kent,Male,Canada,1,109,215,50.697674418604656
JOSEY Chase,Male,United States of America,1,116,225,51.55555555555556
JOUVE Richard,Male,France,1,50,86,58.139534883720934
JUNG Donghyun,Male,Republic of Korea,1,35,65,53.84615384615385
JUNG Hyunwoo,Male,Republic of Korea,1,35,65,53.84615384615385
JUNG Seunggi,Male,Republic of Korea,1,35,65,53.84615384615385
JUNGK Axel,Male,Germany,1,96,148,64.86486486486487
JUNIO Gilmore,Male,Canada,1,109,215,50.697674418604656
JURCO Tomas,Male,Slovakia,1,37,50,74.0
KAGIYAMA Yuma,Male,Japan,1,49,121,40.49586776859504
KAHUN Dominik,Male,Germany,1,96,148,64.86486486486487
KAINZWALDNER Simon,Male,Italy,1,72,119,60.50420168067227
KALALB Anton,Male,ROC,1,108,217,49.76958525345622
KALINICHENKO Vitaliy,Male,Ukraine,1,24,46,52.17391304347826
KALNINS Janis,Male,Latvia,1,50,61,81.9672131147541
KAMPFER Steven,Male,United States of America,1,116,225,51.55555555555556
KANIA Marek,Male,Poland,1,27,57,47.368421052631575
KAPPACHER Adam,Male,Austria,1,64,105,60.952380952380956
KARIM Muhammad,Male,Pakistan,1,1,1,100.0
KARL Benjamin,Male,Austria,1,64,105,60.952380952380956
KARLAGACHEV Dmitriy,Male,ROC,1,108,217,49.76958525345622
KARLIK Mikulas,Male,Czech Republic,1,59,115,51.30434782608696
KARNAUKHOV Pavel,Male,ROC,1,108,217,49.76958525345622
KARSUMS Martins,Male,Latvia,1,50,61,81.9672131147541
KATSALAPOV Nikita,Male,ROC,1,108,217,49.76958525345622
KAUKENAS Tomas,Male,Lithuania,1,8,13,61.53846153846154
KAYUMOV Artur,Male,ROC,1,108,217,49.76958525345622
KEARNEY Hagen,Male,United States of America,1,116,225,51.55555555555556
KEKESI Marton,Male,Hungary,1,8,14,57.14285714285714
KELEMEN Milos,Male,Slovakia,1,37,50,74.0
KEMILAINEN Valtteri,Male,Finland,1,51,96,53.125
KEMPPAINEN Joonas,Male,Finland,1,51,96,53.125
KENINS Ronalds,Male,Latvia,1,50,61,81.9672131147541
KENNEDY Marc,Male,Canada,1,109,215,50.697674418604656
KENWORTHY Gus,Male,Great Britain,1,27,49,55.10204081632652
KERRY Brendan,Male,Australia,1,21,44,47.72727272727273
KERSTEN Cornelius,Male,Great Britain,1,27,49,55.10204081632652
KHADARIN Vladislav,Male,ROC,1,108,217,49.76958525345622
KHALILI Said Karimulla,Male,ROC,1,108,217,49.76958525345622
KHAN Arif Mohd,Male,India,1,1,1,100.0
KHASHYRBAYEV Sherzod,Male,Kazakhstan,1,17,34,50.0
KHOROSHILOV Alexander,Male,ROC,1,108,217,49.76958525345622
KIBERMANIS Oskars,Male,Latvia,1,50,61,81.9672131147541
KIEFER Severin,Male,Austria,1,64,105,60.952380952380956
KIHARA Ryuichi,Male,Japan,1,49,121,40.49586776859504
KIKUCHI Kota,Male,Japan,1,49,121,40.49586776859504
KILDE Aleksander Aamodt,Male,Norway,1,54,84,64.28571428571429
KILP Marko,Male,Estonia,1,14,26,53.84615384615385
KIM Donghyun,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Dongwook,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Hyeonggeun,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Jinsu,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Junho,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Minseok,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Minwoo,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Sangkyum,Male,Republic of Korea,1,35,65,53.84615384615385
KIM Taeyang,Male,Republic of Korea,1,35,65,53.84615384615385
KINDL Wolfgang,Male,Austria,1,64,105,60.952380952380956
KINGSBURY Mikael,Male,Canada,1,109,215,50.697674418604656
KIRCHWEHM Umito,Male,Germany,1,96,148,64.86486486486487
KIREYEV Vladislav,Male,Kazakhstan,1,17,34,50.0
KIZALA Deividas,Male,Lithuania,1,8,13,61.53846153846154
KLAEBO Johannes Hoesflot,Male,Norway,1,54,84,64.28571428571429
KLEBA Austin,Male,United States of America,1,116,225,51.55555555555556
KLEVELAND Marcus,Male,Norway,1,54,84,64.28571428571429
KLIMOV Evgenii,Male,ROC,1,108,217,49.76958525345622
KLIMOV Evgeniy,Male,ROC,1,108,217,49.76958525345622
KLINE Bostjan,Male,Slovenia,1,23,44,52.27272727272727
KLINGBERG Carl,Male,Sweden,1,64,118,54.23728813559322
KLOK Lukas,Male,Czech Republic,1,59,115,51.30434782608696
KNAZKO Samuel,Male,Slovakia,1,37,50,74.0
KNEGT Sjinkie,Male,Netherlands,1,21,41,51.21951219512195
KNIES Matt,Male,United States of America,1,116,225,51.55555555555556
KNIGHT Corban,Male,Canada,1,109,215,50.697674418604656
KNOP Petr,Male,Czech Republic,1,59,115,51.30434782608696
KNOT Ronald,Male,Czech Republic,1,59,115,51.30434782608696
KOBAYASHI Junshiro,Male,Japan,1,49,121,40.49586776859504
KOBAYASHI Ryoyu,Male,Japan,1,49,121,40.49586776859504
KOBAYASHI Seiya,Male,Japan,1,49,121,40.49586776859504
KOBLET Kalle,Male,Switzerland,1,95,169,56.213017751479285
KOBONOKI Tsukasa,Male,Japan,1,49,121,40.49586776859504
KOHALA Svante,Male,Sweden,1,64,118,54.23728813559322
KOIKE Katsunori,Male,Japan,1,49,121,40.49586776859504
KOJIMA Ryota,Male,Japan,1,49,121,40.49586776859504
KOLEGA Samuel,Male,Croatia,1,4,11,36.36363636363637
KOLETO Tim,Male,Japan,1,49,121,40.49586776859504
KOLLER Lorenz,Male,Austria,1,64,105,60.952380952380956
KOLMAKOV Pavel,Male,Kazakhstan,1,17,34,50.0
KOMAROV Leo,Male,Finland,1,51,96,53.125
KOMATZ David,Male,Austria,1,64,105,60.952380952380956
KONDRATIUK Mark,Male,ROC,1,108,217,49.76958525345622
KONGSHAUG Peder,Male,Norway,1,54,84,64.28571428571429
KONRAD Branislav,Male,Slovakia,1,37,50,74.0
KONYA Adam,Male,Hungary,1,8,14,57.14285714285714
KORCHUK Anton,Male,Ukraine,1,24,46,52.17391304347826
KORISTEK Jan,Male,Slovakia,1,37,50,74.0
KOS Lovro,Male,Slovenia,1,23,44,52.27272727272727
KOSIR Zan,Male,Slovenia,1,23,44,52.27272727272727
KOTOVSKYI Dmytro,Male,Ukraine,1,24,46,52.17391304347826
KOUDELKA Roman,Male,Czech Republic,1,59,115,51.30434782608696
KOUYOUMDJIAN Yianno,Male,Cyprus,1,1,1,100.0
KOVAR Jan,Male,Czech Republic,1,59,115,51.30434782608696
KOVBASNYUK Ivan,Male,Ukraine,1,24,46,52.17391304347826
KOWALEWSKI Jakub,Male,Poland,1,27,57,47.368421052631575
KOYAMA Yohei,Male,Japan,1,49,121,40.49586776859504
KOZISEK Cestmir,Male,Czech Republic,1,59,115,51.30434782608696
KOZLOVSKII Dmitrii,Male,ROC,1,108,217,49.76958525345622
KRAFT Stefan,Male,Austria,1,64,105,60.952380952380956
KRAMER Sven,Male,Netherlands,1,21,41,51.21951219512195
KRAMMER Nicolas,Male,Germany,1,96,148,64.86486486486487
KRANJEC Zan,Male,Slovenia,1,23,44,52.27272727272727
KRASNOPOLSKI Evgeni,Male,Israel,1,4,6,66.66666666666666
KRASOVSKYI Oleksii,Male,Ukraine,1,24,46,52.17391304347826
KRASTENBERGS Renars,Male,Latvia,1,50,61,81.9672131147541
KRAUSE Mikkel,Male,Denmark,1,34,63,53.96825396825397
KRCMAR Michal,Male,Czech Republic,1,59,115,51.30434782608696
KREIENBUEHL Rafael,Male,Switzerland,1,95,169,56.213017751479285
KREJCI David,Male,Czech Republic,1,59,115,51.30434782608696
KRIECHMAYR Vincent,Male,Austria,1,64,105,60.952380952380956
KRIPPS Justin,Male,Canada,1,109,215,50.697674418604656
KRISTENSEN Emil,Male,Denmark,1,34,63,53.96825396825397
KRISTOF Michal,Male,Slovakia,1,37,50,74.0
KRISTOFFERSEN Henrik,Male,Norway,1,54,84,64.28571428571429
KROL Thomas,Male,Netherlands,1,21,41,51.21951219512195
KRUEGER John-Henry,Male,Hungary,1,8,14,57.14285714285714
KRUEGER Simen Hegstad,Male,Norway,1,54,84,64.28571428571429
KRUGER Marcus,Male,Sweden,1,64,118,54.23728813559322
KRUZBERGS Roberts,Male,Latvia,1,50,61,81.9672131147541
KRYZL Krystof,Male,Czech Republic,1,59,115,51.30434782608696
KUBACKI Dawid,Male,Poland,1,27,57,47.368421052631575
KUCHIN Zakhar,Male,Kazakhstan,1,17,34,50.0
KUCHLER Albert,Male,Germany,1,96,148,64.86486486486487
KUCZYNSKI Lukasz,Male,Poland,1,27,57,47.368421052631575
KUEHN Johannes,Male,Germany,1,96,148,64.86486486486487
KUHNHACKL Tom,Male,Germany,1,96,148,64.86486486486487
KULDA Arturs,Male,Latvia,1,50,61,81.9672131147541
KULIZHNIKOV Pavel,Male,ROC,1,108,217,49.76958525345622
KUMARITASHVILI Saba,Male,Georgia,1,5,9,55.55555555555556
KUNDRATEK Tomas,Male,Czech Republic,1,59,115,51.30434782608696
KUNITAKE Hiroaki,Male,Japan,1,49,121,40.49586776859504
KUPCZAK Szczepan,Male,Poland,1,27,57,47.368421052631575
KUZIN Denis,Male,Kazakhstan,1,17,34,50.0
KUZNETSOV Ivan,Male,ROC,1,108,217,49.76958525345622
KVITELASHVILI Morisi,Male,Georgia,1,5,9,55.55555555555556
KWAK Yoongy,Male,Republic of Korea,1,35,65,53.84615384615385
KWIATKOWSKI Oskar,Male,Poland,1,27,57,47.368421052631575
KYTOSAHO Niko,Male,Finland,1,51,96,53.125
LABASTAU Mikita,Male,Belarus,1,1,28,3.571428571428571
LACHAT Pablo,Male,Switzerland,1,95,169,56.213017751479285
LADNER Marco,Male,Austria,1,64,105,60.952380952380956
LAEGREID Sturla Holm,Male,Norway,1,54,84,64.28571428571429
LAGHA Zachary,Male,Canada,1,109,215,50.697674418604656
LAHAYE-GOFFART Tom,Male,Belgium,1,11,19,57.89473684210527
LAINE Tormis,Male,Estonia,1,14,26,53.84615384615385
LAITINEN Heikki,Male,Finland,1,51,96,53.125
LAMBERT Adam,Male,Australia,1,21,44,47.72727272727273
LAMMIE Bobby,Male,Great Britain,1,27,49,55.10204081632652
LAMPARTER Johannes,Male,Austria,1,64,105,60.952380952380956
LAMPIC Janez,Male,Slovenia,1,23,44,52.27272727272727
LANDER Anton,Male,Sweden,1,64,118,54.23728813559322
LANDSTEINER John,Male,United States of America,1,116,225,51.55555555555556
LANGELAAR Tyson,Male,Canada,1,109,215,50.697674418604656
LANGENHAN Max,Male,Germany,1,96,148,64.86486486486487
LANGER Thierry,Male,Belgium,1,11,19,57.89473684210527
LANISEK Anze,Male,Slovenia,1,23,44,52.27272727272727
LAOUN Maxime,Male,Canada,1,109,215,50.697674418604656
LAPALUS Hugo,Male,France,1,50,86,58.139534883720934
LAPIERRE Jules,Male,France,1,50,86,58.139534883720934
LAPORAL Jerome,Male,France,1,50,86,58.139534883720934
LAPSHIN Timofei,Male,Republic of Korea,1,35,65,53.84615384615385
LAPTEV Aleksei,Male,ROC,1,108,217,49.76958525345622
LARSEN Oliver,Male,Denmark,1,34,63,53.96825396825397
LARSON Casey,Male,United States of America,1,116,225,51.55555555555556
LASSEN Matias,Male,Denmark,1,34,63,53.96825396825397
LATYPOV Eduard,Male,ROC,1,108,217,49.76958525345622
LAURIDSEN Markus,Male,Denmark,1,34,63,53.96825396825397
LAURIDSEN Oliver,Male,Denmark,1,34,63,53.96825396825397
LAUZI Emiliano,Male,Italy,1,72,119,60.50420168067227
LAWRENCE Taylor,Male,Great Britain,1,27,49,55.10204081632652
LAZOUSKI Dzmitry,Male,Belarus,1,11,28,39.285714285714285
le BLE JAQUES Leo,Male,France,1,50,86,58.139534883720934
LEDUC Timothy,Male,United States of America,1,116,225,51.55555555555556
LEE Chaeun,Male,Republic of Korea,1,35,65,53.84615384615385
LEE Juneseo,Male,Republic of Korea,1,35,65,53.84615384615385
LEE Sangho,Male,Republic of Korea,1,35,65,53.84615384615385
LEE Seung Hoon,Male,Republic of Korea,1,35,65,53.84615384615385
LEE Seung Hun,Male,Republic of Korea,1,35,65,53.84615384615385
LEE Sihyeong,Male,Republic of Korea,1,35,65,53.84615384615385
LEFEBVRE Jules,Male,Canada,1,109,215,50.697674418604656
LEFEBVRE Lionel,Male,France,1,50,86,58.139534883720934
LEGNAVSKY Gustav,Male,New Zealand,1,9,15,60.0
LEHMAN Emery,Male,United States of America,1,116,225,51.55555555555556
LEHTONEN Mikko,Male,Finland,1,51,96,53.125
LEITNER Felix,Male,Austria,1,64,105,60.952380952380956
LEJSEK Michael,Male,Czech Republic,1,59,115,51.30434782608696
LEMAN Brady,Male,Canada,1,109,215,50.697674418604656
LEMMERER Harald,Male,Austria,1,64,105,60.952380952380956
LENC Radan,Male,Czech Republic,1,59,115,51.30434782608696
LENNSTROM Theodor,Male,Sweden,1,64,118,54.23728813559322
LEONI Tommaso,Male,Italy,1,72,119,60.50420168067227
LEPAPE Sebastien,Male,France,1,50,86,58.139534883720934
LESSER Erik,Male,Germany,1,96,148,64.86486486486487
LEVEILLE Olivier,Male,Canada,1,109,215,50.697674418604656
LEVI Devon,Male,Canada,1,109,215,50.697674418604656
LEYHE Stephan,Male,Germany,1,96,148,64.86486486486487
LI Chunjian,Male,People's Republic of China,1,95,182,52.197802197802204
LI Wenlong,Male,People's Republic of China,1,95,182,52.197802197802204
LIAN Ziwen,Male,People's Republic of China,1,95,182,52.197802197802204
LICEF Miha,Male,Slovenia,1,23,44,52.27272727272727
LIIV Marten,Male,Estonia,1,14,26,53.84615384615385
LILLIS Christopher,Male,United States of America,1,116,225,51.55555555555556
LIM Namkyu,Male,Republic of Korea,1,35,65,53.84615384615385
LINDBOHM Petteri,Male,Finland,1,51,96,53.125
LINDHOLM Remi,Male,Finland,1,51,96,53.125
LINDVIK Marius,Male,Norway,1,54,84,64.28571428571429
LING Zhi,Male,People's Republic of China,1,95,182,52.197802197802204
LITVINTSEV Vladimir,Male,Azerbaijan,1,1,2,50.0
LIU Jie,Male,People's Republic of China,1,95,182,52.197802197802204
LIU Rongsheng,Male,People's Republic of China,1,95,182,52.197802197802204
LIU Shaoang,Male,Hungary,1,8,14,57.14285714285714
LIU Shaolin Sandor,Male,Hungary,1,8,14,57.14285714285714
LIU Wei,Male,People's Republic of China,1,95,182,52.197802197802204
LIU Xinyu,Male,People's Republic of China,1,95,182,52.197802197802204
LLISO Javier,Male,Spain,1,10,14,71.42857142857143
