name,gender,country,athlete_index,athletes_sent,athletes_total,athlete_%
LOCH Felix,Male,Germany,1,96,148,64.86486486486487
LOCHNER Johannes,Male,Germany,1,96,148,64.86486486486487
LOEFFEL Romain,Male,Switzerland,1,95,169,56.213017751479285
LOGINOV Alexander,Male,ROC,1,108,217,49.76958525345622
LOGINOV Dmitrii,Male,ROC,1,108,217,49.76958525345622
LOIBL Stefan,Male,Germany,1,96,148,64.86486486486487
LOKMIC Emir,Male,Bosnia and Herzegovina,1,3,6,50.0
LOOMIS Ben,Male,United States of America,1,116,225,51.55555555555556
LOPIN Dmitrii,Male,ROC,1,108,217,49.76958525345622
LORENTZEN Haavard Holmefjord,Male,Norway,1,54,84,64.28571428571429
LOUGHRAN Eric,Male,United States of America,1,116,225,51.55555555555556
LUDWIG Johannes,Male,Germany,1,96,148,64.86486486486487
LUEFTNER Julian,Male,Austria,1,64,105,60.952380952380956
LUO Jia,Male,People's Republic of China,1,95,182,52.197802197802204
LYSETSKYI Andrii,Male,Ukraine,1,24,46,52.17391304347826
LYU Yixin,Male,People's Republic of China,1,95,182,52.197802197802204
MA Xiuyue,Male,People's Republic of China,1,95,182,52.197802197802204
MACEDO Michel,Male,Brazil,1,6,10,60.0
MACKAY Brendan,Male,Canada,1,109,215,50.697674418604656
MADSEN Morten,Male,Denmark,1,34,63,53.96825396825397
MAEDER Carlos,Male,Ghana,1,1,1,100.0
MAEKIAHO Arttu,Male,Finland,1,51,96,53.125
MAENALANEN Saku,Male,Finland,1,51,96,53.125
MAES Sam,Male,Belgium,1,11,19,57.89473684210527
MAGAZEEV Pavel,Male,Republic of Moldova,1,2,5,40.0
MAGNIN Thibault,Male,Spain,1,10,14,71.42857142857143
MAGNUSSEN Bjoern,Male,Norway,1,54,84,64.28571428571429
MAGNUSSON Daniel,Male,Sweden,1,64,118,54.23728813559322
MAGNUSSON Oliwer,Male,Sweden,1,64,118,54.23728813559322
MAGYAR Mark,Male,Hungary,1,8,14,57.14285714285714
MAIER Benjamin,Male,Austria,1,64,105,60.952380952380956
MAIER Samuel,Male,Austria,1,64,105,60.952380952380956
MAJOR Billy,Male,Great Britain,1,27,49,55.10204081632652
MAJOROV Nikolaj,Male,Sweden,1,64,118,54.23728813559322
MAKAROV Maksim,Male,Republic of Moldova,1,2,5,40.0
MAKI Joni,Male,Finland,1,51,96,53.125
MALFATTI Michele,Male,Italy,1,72,119,60.50420168067227
MALGIN Denis,Male,Switzerland,1,95,169,56.213017751479285
MALONEY WESTGAARD Thomas,Male,Ireland,1,4,6,66.66666666666666
MALTSEV Artem,Male,ROC,1,108,217,49.76958525345622
MALTSEV Kevin,Male,Estonia,1,14,26,53.84615384615385
MAMCICS Roberts,Male,Latvia,1,50,61,81.9672131147541
MANDZIY Andriy,Male,Ukraine,1,24,46,52.17391304347826
MANIFICAT Maurice,Male,France,1,50,86,58.139534883720934
MANKOV Ilya,Male,ROC,1,108,217,49.76958525345622
MANN Strauss,Male,United States of America,1,116,225,51.55555555555556
MANNINEN Sakari,Male,Finland,1,51,96,53.125
MANTIA Joey,Male,United States of America,1,116,225,51.55555555555556
MAO Bingqiang,Male,People's Republic of China,1,95,182,52.197802197802204
MARCHANT Armand,Male,Belgium,1,11,19,57.89473684210527
MARGIS Thorsten,Male,Germany,1,96,148,64.86486486486487
MARGUC Rok,Male,Slovenia,1,23,44,52.27272727272727
MARINARO Michael,Male,Canada,1,109,215,50.697674418604656
MARINCIN Martin,Male,Slovakia,1,37,50,74.0
MARSAGLIA Matteo,Male,Italy,1,72,119,60.50420168067227
MARTI Christian,Male,Switzerland,1,95,169,56.213017751479285
MARTINS Edson Ricardo,Male,Brazil,1,6,10,60.0
MARUSIAK Yevhen,Male,Ukraine,1,24,46,52.17391304347826
MASTIEV Samir,Male,ROC,1,108,217,49.76958525345622
MASTNAK Tim,Male,Slovenia,1,23,44,52.27272727272727
MATHESON James,Male,Australia,1,21,44,47.72727272727273
MATHIES Lukas,Male,Austria,1,64,105,60.952380952380956
MATSUDA So,Male,Japan,1,49,121,40.49586776859504
MATT Michael,Male,Austria,1,64,105,60.952380952380956
MATTSSON Niklas,Male,Sweden,1,64,118,54.23728813559322
MAYER Matthias,Male,Austria,1,64,105,60.952380952380956
MAZDZER Chris,Male,United States of America,1,116,225,51.55555555555556
MAZURCHUK Dmytro,Male,Ukraine,1,24,46,52.17391304347826
McBAIN Jack,Male,Canada,1,109,215,50.697674418604656
McDONALD Cole,Male,United States of America,1,116,225,51.55555555555556
McEACHRAN Evan,Male,Canada,1,109,215,50.697674418604656
McGRATH Atle Lie,Male,Norway,1,54,84,64.28571428571429
McLAUGHLIN Marc,Male,United States of America,1,116,225,51.55555555555556
McMILLAN Hammy,Male,Great Britain,1,27,49,55.10204081632652
McMORRIS Mark,Male,Canada,1,109,215,50.697674418604656
McTAVISH Mason,Male,Canada,1,109,215,50.697674418604656
MEIJA Gints,Male,Latvia,1,50,61,81.9672131147541
MEILLARD Loic,Male,Switzerland,1,95,169,56.213017751479285
MEINERS Maarten,Male,Netherlands,1,21,41,51.21951219512195
MESSING Keegan,Male,Canada,1,109,215,50.697674418604656
MEYER Nicolai,Male,Denmark,1,34,63,53.96825396825397
MEYERS Ben,Male,United States of America,1,116,225,51.55555555555556
MICHAEL Peter,Male,New Zealand,1,9,15,60.0
MICHALSKI Piotr,Male,Poland,1,27,57,47.368421052631575
MICHEL Sandro,Male,Switzerland,1,95,169,56.213017751479285
MICHEL Sven,Male,Switzerland,1,95,169,56.213017751479285
MIDOL Bastien,Male,France,1,50,86,58.139534883720934
MIELE Andy,Male,United States of America,1,116,225,51.55555555555556
MIKAYELYAN Mikayel,Male,Armenia,1,3,6,50.0
MIKNIS Matiss,Male,Latvia,1,50,61,81.9672131147541
MILLAUER Clemens,Male,Austria,1,64,105,60.952380952380956
MILLER Asa,Male,Philippines,1,1,1,100.0
MILYUKOV Konstantin,Male,Belarus,1,11,28,39.285714285714285
MINULIN Artyom,Male,ROC,1,108,217,49.76958525345622
MIRAMBELL Ander,Male,Spain,1,10,14,71.42857142857143
MIRCEA Robert,Male,Italy,1,72,119,60.50420168067227
MIRONOV Dmitrii,Male,ROC,1,108,217,49.76958525345622
MITTERER Sebastian,Male,Austria,1,64,105,60.952380952380956
MIYATA Shogo,Male,Japan,1,49,121,40.49586776859504
MIYAZAWA Hiroyuki,Male,Japan,1,49,121,40.49586776859504
MLYNAR Peter,Male,Slovakia,1,37,50,74.0
MOBAERG David,Male,Sweden,1,64,118,54.23728813559322
MOBAERG Erik,Male,Sweden,1,64,118,54.23728813559322
MOCH Friedrich,Male,Germany,1,96,148,64.86486486486487
MOFFATT Liam,Male,Canada,1,109,215,50.697674418604656
MOFFATT Max,Male,Canada,1,109,215,50.697674418604656
MORDASOV Mikhail,Male,ROC,1,108,217,49.76958525345622
MORISHIGE Wataru,Male,Japan,1,49,121,40.49586776859504
MOROZOV Dmitriy,Male,Kazakhstan,1,17,34,50.0
MOROZOV Vladimir,Male,ROC,1,108,217,49.76958525345622
MORRIS John,Male,Canada,1,109,215,50.697674418604656
MOSANER Amos,Male,Italy,1,72,119,60.50420168067227
MOSER Benjamin,Male,Austria,1,64,105,60.952380952380956
MOSER Simon,Male,Switzerland,1,95,169,56.213017751479285
MOTTET Killian,Male,Switzerland,1,95,169,56.213017751479285
MOUAT Bruce,Male,Great Britain,1,27,49,55.10204081632652
MOZALEV Andrei,Male,ROC,1,108,217,49.76958525345622
MOZIK Vojtech,Male,Czech Republic,1,59,115,51.30434782608696
MUELLER Tobias,Male,Germany,1,96,148,64.86486486486487
MUELLER Yannick,Male,Austria,1,64,105,60.952380952380956
MUHLEN-SCHULTE Louis,Male,Australia,1,21,44,47.72727272727273
MUHLETHALER Laurent,Male,France,1,50,86,58.139534883720934
MUKHIN Alexandr,Male,Kazakhstan,1,17,34,50.0
MULLER Jonas,Male,Germany,1,96,148,64.86486486486487
MULLER Mirco,Male,Switzerland,1,95,169,56.213017751479285
MULLER Moritz,Male,Germany,1,96,148,64.86486486486487
MURAKAMI Yuma,Male,Japan,1,49,121,40.49586776859504
MURASHOV Ruslan,Male,ROC,1,108,217,49.76958525345622
MURISIER Justin,Male,Switzerland,1,95,169,56.213017751479285
MUSGRAVE Andrew,Male,Great Britain,1,27,49,55.10204081632652
MUSHTAKOV Viktor,Male,ROC,1,108,217,49.76958525345622
MUSIL David,Male,Czech Republic,1,59,115,51.30434782608696
MUZATON Maxence,Male,France,1,50,86,58.139534883720934
NADEAU Emile,Male,Canada,1,109,215,50.697674418604656
NAGAI Hideaki,Male,Japan,1,49,121,40.49586776859504
NAGLE Pat,Male,United States of America,1,116,225,51.55555555555556
NAKAMURA Naoki,Male,Japan,1,49,121,40.49586776859504
NARALOCNIK Nejc,Male,Slovenia,1,23,44,52.27272727272727
NATTINEN Joonas,Male,Finland,1,51,96,53.125
NAWRATH Philipp,Male,Germany,1,1,148,0.6756756756756757
NAZAROV Mikhail,Male,ROC,1,108,217,49.76958525345622
NEDREGOTTEN Magnus,Male,Norway,1,54,84,64.28571428571429
NELIN Jesper,Male,Sweden,1,64,118,54.23728813559322
NEMEC Simon,Male,Slovakia,1,37,50,74.0
NEMME Edgars,Male,Latvia,1,50,61,81.9672131147541
NERGAARD Torger,Male,Norway,1,54,84,64.28571428571429
NESS Aaron,Male,United States of America,1,116,225,51.55555555555556
NESTEROV Nikita,Male,ROC,1,108,217,49.76958525345622
NEUMULLER Mathieu,Male,Madagascar,1,1,2,50.0
NEWBY Brendan,Male,Ireland,1,4,6,66.66666666666666
NICHOLS Mark,Male,Canada,1,109,215,50.697674418604656
NIEDERBERGER Mathias,Male,Germany,1,96,148,64.86486486486487
NIELSEN Frans,Male,Denmark,1,34,63,53.96825396825397
NIEWINSKI Michal,Male,Poland,1,27,57,47.368421052631575
NIGHTINGALE Huw,Male,Great Britain,1,27,49,55.10204081632652
NIITTYKOSKI Otto,Male,Finland,1,51,96,53.125
NIKISHA Denis,Male,Kazakhstan,1,17,34,50.0
NIKISHIN Alexander,Male,ROC,1,108,217,49.76958525345622
NIKITIN Maksym,Male,Ukraine,1,24,46,52.17391304347826
NIKITIN Stanislav,Male,ROC,1,108,217,49.76958525345622
NIKOLAJEV Mirza,Male,Bosnia and Herzegovina,1,3,6,50.0
NING Zhongyan,Male,People's Republic of China,1,95,182,52.197802197802204
NINIS Jozef,Male,Slovakia,1,37,50,74.0
NISKANEN Iivo,Male,Finland,1,51,96,53.125
NOEBELS Marcel,Male,Germany,1,96,148,64.86486486486487
NOEL Clement,Male,France,1,50,86,58.139534883720934
NOERGAARD Mads,Male,Denmark,1,34,63,53.96825396825397
NOERL Martin,Male,Germany,1,96,148,64.86486486486487
NOGRADI Bence,Male,Hungary,1,8,14,57.14285714285714
NORDGREN Leif,Male,United States of America,1,116,225,51.55555555555556
NORDSTROM Joakim,Male,Sweden,1,64,118,54.23728813559322
NOREAU Maxim,Male,Canada,1,109,215,50.697674418604656
NOSEK Jakub,Male,Czech Republic,1,59,115,51.30434782608696
NOTZ Florian,Male,Germany,1,96,148,64.86486486486487
NOVAK Michal,Male,Czech Republic,1,59,115,51.30434782608696
NOVITSKII Nikita,Male,ROC,1,108,217,49.76958525345622
NOWACZYK Michal,Male,Poland,1,27,57,47.368421052631575
NOWAK Marco,Male,Germany,1,96,148,64.86486486486487
NUIS Kjeld,Male,Netherlands,1,21,41,51.21951219512195
NUMMEDAL Christian,Male,Norway,1,54,84,64.28571428571429
O CONNOR Seamus,Male,Ireland,1,4,6,66.66666666666666
OBOU Jose Delmas,Male,Italy,1,72,119,60.50420168067227
ODA Takuro,Male,Japan,1,49,121,40.49586776859504
O'DELL Eric,Male,Canada,1,109,215,50.697674418604656
ODERMATT Marco,Male,Switzerland,1,95,169,56.213017751479285
ODOR Gabriel,Male,Austria,1,64,105,60.952380952380956
OFTEBRO Jens Luraas,Male,Norway,1,54,84,64.28571428571429
OGDEN Ben,Male,United States of America,1,116,225,51.55555555555556
OHTAMAA Atte,Male,Finland,1,51,96,53.125
OJAMAKI Niko,Male,Finland,1,51,96,53.125
OKIPNIUK Oleksandr,Male,Ukraine,1,24,46,52.17391304347826
OLESEN Nick,Male,Denmark,1,34,63,53.96825396825397
OLKINUORA Jussi,Male,Finland,1,51,96,53.125
OLOFSSON Fredrik,Male,Sweden,1,64,118,54.23728813559322
OMELIN Igor,Male,ROC,1,108,217,49.76958525345622
O'NEILL Brian,Male,United States of America,1,116,225,51.55555555555556
OSCH Matthieu,Male,Luxembourg,1,1,2,50.0
OTSUKA Takeru,Male,Japan,1,49,121,40.49586776859504
OTTERSPEER Hein,Male,Netherlands,1,21,41,51.21951219512195
OUBAN Yongli,Male,People's Republic of China,1,95,182,52.197802197802204
OZAKI Kosuke,Male,Japan,1,49,121,40.49586776859504
OZOLS Patriks,Male,Latvia,1,50,61,81.9672131147541
PACHNER Lukas,Male,Austria,1,64,105,60.952380952380956
PAGE Nick,Male,United States of America,1,116,225,51.55555555555556
PAGNINI Alex,Male,Italy,1,72,119,60.50420168067227
PAKARINEN Iiro,Male,Finland,1,51,96,53.125
PARIS Dominik,Male,Italy,1,72,119,60.50420168067227
PARISSE Clement,Male,France,1,50,86,58.139534883720934
PARK Janghyuk,Male,Republic of Korea,1,35,65,53.84615384615385
PARK Jeun,Male,Republic of Korea,1,35,65,53.84615384615385
PARK Jinyong,Male,Republic of Korea,1,35,65,53.84615384615385
PARK Seonghyeon,Male,Republic of Korea,1,35,65,53.84615384615385
PARROT Max,Male,Canada,1,109,215,50.697674418604656
PASCHKE Pius,Male,Germany,1,96,148,64.86486486486487
PASQUALE Eddie,Male,Canada,1,109,215,50.697674418604656
PATRICIAN Chris,Male,Canada,1,109,215,50.697674418604656
PATTERSON Scott,Male,United States of America,1,116,225,51.55555555555556
PAUL Tomas,Male,Czech Republic,1,59,115,51.30434782608696
PAVLICHENKO Semen,Male,ROC,1,108,217,49.76958525345622
PAYER Alexander,Male,Austria,1,64,105,60.952380952380956
PAZOUT Ondrej,Male,Czech Republic,1,59,115,51.30434782608696
PECHOUSEK Jan,Male,Czech Republic,1,59,115,51.30434782608696
PEDERSEN Isak Stianson,Male,Iceland,1,3,5,60.0
PEDERSEN Robin,Male,Norway,1,54,84,64.28571428571429
PEDERSEN Sverre Lunde,Male,Norway,1,54,84,64.28571428571429
PEIER Killian,Male,Switzerland,1,95,169,56.213017751479285
PEKNY Zdenek,Male,Czech Republic,1,59,115,51.30434782608696
PELLEGRINO Federico,Male,Italy,1,72,119,60.50420168067227
PELTOLA Simo,Male,Finland,1,51,96,53.125
PENG Junyue,Male,People's Republic of China,1,95,182,52.197802197802204
PENTTALA Olli,Male,Finland,1,51,96,53.125
PEPENE Paul Constantin,Male,Romania,1,13,21,61.904761904761905
PERBIX Nick,Male,United States of America,1,116,225,51.55555555555556
PEREKHODA Ruslan,Male,Ukraine,1,24,46,52.17391304347826
PERROT Eric,Male,France,1,50,86,58.139534883720934
PERSSON Anton,Male,Sweden,1,64,118,54.23728813559322
PESONEN Harri,Male,Finland,1,51,96,53.125
PETER Dominik,Male,Switzerland,1,95,169,56.213017751479285
PFIFFNER Marco,Male,Liechtenstein,1,1,2,50.0
PFODERL Leonhard,Male,Germany,1,96,148,64.86486486486487
PHILP Trevor,Male,Canada,1,109,215,50.697674418604656
PIDRUCHNYI Dmytro,Male,Ukraine,1,24,46,52.17391304347826
PIERRE-GILLES Jordan,Male,Canada,1,109,215,50.697674418604656
PIETTA Daniel,Male,Germany,1,96,148,64.86486486486487
PINTURAULT Alexis,Male,France,1,50,86,58.139534883720934
PITTIN Alessandro,Male,Italy,1,72,119,60.50420168067227
PIVIROTTO Ryan,Male,United States of America,1,116,225,51.55555555555556
PLACE Francois,Male,France,1,50,86,58.139534883720934
PLACHTA Matthias,Male,Germany,1,96,148,64.86486486486487
PLANKO Lovro,Male,Slovenia,1,23,44,52.27272727272727
PLOTNIKOV Sergei,Male,ROC,1,108,217,49.76958525345622
PLUME Roberts,Male,Latvia,1,50,61,81.9672131147541
PLYS Christopher,Male,United States of America,1,116,225,51.55555555555556
POETTOZ Michael,Male,Colombia,1,2,3,66.66666666666666
POIRIER Paul,Male,Canada,1,109,215,50.697674418604656
POKKA Ville,Male,Finland,1,51,96,53.125
POLASEK Viktor,Male,Czech Republic,1,59,115,51.30434782608696
PONSILUOMA Martin,Male,Sweden,1,64,118,54.23728813559322
POPA Raul Mihai,Male,Romania,1,13,21,61.904761904761905
POPOV Albert,Male,Bulgaria,1,10,16,62.5
POROMAA William,Male,Sweden,1,64,118,54.23728813559322
PORTEOUS Miguel,Male,New Zealand,1,9,15,60.0
PORTEOUS Nico,Male,New Zealand,1,9,15,60.0
PORTYK Tomas,Male,Czech Republic,1,59,115,51.30434782608696
POSPISIL Kristian,Male,Slovakia,1,37,50,74.0
POULSEN Morten,Male,Denmark,1,34,63,53.96825396825397
POWER Owen,Male,Canada,1,109,215,50.697674418604656
PRALONG Candide,Male,Switzerland,1,95,169,56.213017751479285
PREVC Cene,Male,Slovenia,1,23,44,52.27272727272727
PREVC Peter,Male,Slovenia,1,23,44,52.27272727272727
PROKHOROV Iurii,Male,ROC,1,108,217,49.76958525345622
PROMMEGGER Andreas,Male,Austria,1,64,105,60.952380952380956
PROULX SENECAL Simon,Male,Armenia,1,3,6,50.0
PRYMA Artem,Male,Ukraine,1,24,46,52.17391304347826
PUDAS Jonathan,Male,Sweden,1,64,118,54.23728813559322
PUEYO Jaume,Male,Spain,1,10,14,71.42857142857143
PUKHKALO Vitaliy,Male,Kazakhstan,1,17,34,50.0
PUNNENOVS Ivars,Male,Latvia,1,50,61,81.9672131147541
PYJAS Pawel,Male,Poland,1,27,57,47.368421052631575
QI Guangpu,Male,People's Republic of China,1,95,182,52.197802197802204
QUINN Ian,Male,United States of America,1,116,225,51.55555555555556
QUINTANA Carlos Andres,Male,Colombia,1,2,3,66.66666666666666
RADAMUS River,Male,United States of America,1,116,225,51.55555555555556
RADFORD Eric,Male,Canada,1,109,215,50.697674418604656
RADU Cristian,Male,Romania,1,13,21,61.904761904761905
RAENKEL Raido,Male,Estonia,1,14,26,53.84615384615385
RAGETTLI Andri,Male,Switzerland,1,95,169,56.213017751479285
RAJALA Toni,Male,Finland,1,51,96,53.125
RAKPAROV Chingiz,Male,Kazakhstan,1,17,34,50.0
RASP Christian,Male,Germany,1,96,148,64.86486486486487
RASTELLI Maicol,Male,Italy,1,72,119,60.50420168067227
RAUCHFUSS Julian,Male,Germany,1,96,148,64.86486486486487
RAZZOLI Giuliano,Male,Italy,1,72,119,60.50420168067227
READ Erik,Male,Canada,1,109,215,50.697674418604656
REED James,Male,United States of America,1,116,225,51.55555555555556
REES Roman,Male,Germany,1,96,148,64.86486486486487
REGENDA Pavol,Male,Slovakia,1,37,50,74.0
REGEZ Ryan,Male,Switzerland,1,95,169,56.213017751479285
REGIN Peter,Male,Denmark,1,34,63,53.96825396825397
REHRL Franz-Josef,Male,Austria,1,64,105,60.952380952380956
REID Rolando,Male,Jamaica,1,6,7,85.71428571428571
REIDEBORN Adam,Male,Sweden,1,64,118,54.23728813559322
REIKHERD Dmitriy,Male,Kazakhstan,1,17,34,50.0
REN Ziwei,Male,People's Republic of China,1,95,182,52.197802197802204
REPIK Michal,Male,Czech Republic,1,59,115,51.30434782608696
REPILOV Roman,Male,ROC,1,108,217,49.76958525345622
REPONEN Perttu,Male,Finland,1,51,96,53.125
RETORNAZ Joel,Male,Italy,1,72,119,60.50420168067227
REVIYA Georgy,Male,Georgia,1,5,9,55.55555555555556
RIDZIK Sergey,Male,ROC,1,108,217,49.76958525345622
RIEDER Emanuel,Male,Italy,1,72,119,60.50420168067227
RIEDER Tobias,Male,Germany,1,96,148,64.86486486486487
RIIBER Jarl Magnus,Male,Norway,1,54,84,64.28571428571429
RIJHNEN Felix,Male,Germany,1,96,148,64.86486486486487
RINALDI Rudy,Male,Monaco,1,3,3,100.0
RINNEKANGAS Rene,Male,Finland,1,51,96,53.125
RIOS Martin,Male,Switzerland,1,95,169,56.213017751479285
RITCHIE Graham,Male,Canada,1,109,215,50.697674418604656
RIZZO Matteo,Male,Italy,1,72,119,60.50420168067227
ROBINSON Mat,Male,Canada,1,109,215,50.697674418604656
ROENNGREN Mattias,Male,Sweden,1,64,118,54.23728813559322
ROES Sven,Male,Netherlands,1,21,41,51.21951219512195
ROEST Patrick,Male,Netherlands,1,21,41,51.21951219512195
ROETHE Sjur,Male,Norway,1,54,84,64.28571428571429
ROGENTIN Stefan,Male,Switzerland,1,95,169,56.213017751479285
ROHRWECK Johannes,Male,Austria,1,64,105,60.952380952380956
ROISLAND Mons,Male,Norway,1,54,84,64.28571428571429
ROJO Imanol,Male,Spain,1,10,14,71.42857142857143
ROLLAND Kevin,Male,France,1,50,86,58.139534883720934
ROLLI Luca,Male,Switzerland,1,95,169,56.213017751479285
ROMAN Milos,Male,Slovakia,1,37,50,74.0
ROMANOV Daniil,Male,ROC,1,108,217,49.76958525345622
ROOS Henri,Male,Estonia,1,14,26,53.84615384615385
ROSANDIC Mislav,Male,Slovakia,1,37,50,74.0
ROSANELLI Jeffrey,Male,Italy,1,72,119,60.50420168067227
ROTH Noe,Male,Switzerland,1,95,169,56.213017751479285
RUEESCH Jason,Male,Switzerland,1,95,169,56.213017751479285
RUIAN Sipulaoer,Male,People's Republic of China,1,95,182,52.197802197802204
RUKOSUEV Evgeniy,Male,ROC,1,108,217,49.76958525345622
RUMYANTSEV Alexander,Male,ROC,1,108,217,49.76958525345622
RUNNALLS Adam,Male,Canada,1,109,215,50.697674418604656
RUSSELL Patrick,Male,Denmark,1,34,63,53.96825396825397
RUUD Birk,Male,Norway,1,54,84,64.28571428571429
RYBAR Patrik,Male,Slovakia,1,37,50,74.0
RYDAHL Gustav,Male,Sweden,1,64,118,54.23728813559322
RYDING Dave,Male,Great Britain,1,27,49,55.10204081632652
RYDL Radek,Male,Czech Republic,1,59,115,51.30434782608696
RYDZEK Johannes,Male,Germany,1,96,148,64.86486486486487
SADOVSKY Roman,Male,Canada,1,109,215,50.697674418604656
SADREEV Danil,Male,ROC,1,108,217,49.76958525345622
SAKALA Filip,Male,Czech Republic,1,59,115,51.30434782608696
SALA Tommaso,Male,Italy,1,72,119,60.50420168067227
SALARICH Joaquim,Male,Spain,1,10,14,71.42857142857143
SALIHOVIC Eldar,Male,Montenegro,1,2,3,66.66666666666666
SALLINEN Jon,Male,Finland,1,51,96,53.125
SALONEN Jimi,Male,Finland,1,51,96,53.125
SALVADORI Giandomenico,Male,Italy,1,72,119,60.50420168067227
SALZER Michael,Male,Germany,1,96,148,64.86486486486487
SAMMER Markus,Male,Austria,1,64,105,60.952380952380956
SAMONOV Alexander,Male,ROC,1,108,217,49.76958525345622
SAMUELSSON Sebastian,Male,Sweden,1,64,118,54.23728813559322
SANDBECH Staale,Male,Norway,1,54,84,64.28571428571429
SANDER Andreas,Male,Germany,1,96,148,64.86486486486487
SANDERSON Jake,Male,United States of America,1,116,225,51.55555555555556
SARRAZIN Cyprien,Male,France,1,50,86,58.139534883720934
SATERI Harri,Male,Finland,1,51,96,53.125
SATO Yukiya,Male,Japan,1,49,121,40.49586776859504
SAVEH SHEMSHAKI Danyal,Male,Islamic Republic of Iran,1,2,3,66.66666666666666
SAVEH SHEMSHAKI Hossein,Male,Islamic Republic of Iran,1,2,3,66.66666666666666
SCHAAD Roman,Male,Switzerland,1,95,169,56.213017751479285
SCHEPERKAMP Merijn,Male,Netherlands,1,21,41,51.21951219512195
SCHERRER Jan,Male,Switzerland,1,95,169,56.213017751479285
SCHLINTNER Alexander,Male,Austria,1,64,105,60.952380952380956
SCHMID Alexander,Male,Germany,1,96,148,64.86486486486487
SCHMID Constantin,Male,Germany,1,96,148,64.86486486486487
SCHMID Julian,Male,Germany,1,96,148,64.86486486486487
SCHMIDT Jared,Male,Canada,1,109,215,50.697674418604656
SCHMIDT Stefan Due,Male,Denmark,1,34,63,53.96825396825397
SCHNEIDER Tobias,Male,Germany,1,96,148,64.86486486486487
SCHOENEFELD Justin,Male,United States of America,1,116,225,51.55555555555556
SCHOMMER Paul,Male,United States of America,1,116,225,51.55555555555556
SCHOONMAKER James Clinton,Male,United States of America,1,116,225,51.55555555555556
SCHUELLER Alexander,Male,Germany,1,96,148,64.86486486486487
SCHUMACHER Gus,Male,United States of America,1,116,225,51.55555555555556
SCHUMANN Stephen,Male,United States of America,1,116,225,51.55555555555556
SCHWAIGER Dominik,Male,Germany,1,96,148,64.86486486486487
SCHWARZ Benoit,Male,Switzerland,1,95,169,56.213017751479285
SCHWARZ Marco,Male,Austria,1,64,105,60.952380952380956
SEDLAK Lukas,Male,Czech Republic,1,59,115,51.30434782608696
SEEGERT Nolan,Male,Germany,1,96,148,64.86486486486487
SEGER Brodie,Male,Canada,1,109,215,50.697674418604656
SEIDL Mario,Male,Austria,1,64,105,60.952380952380956
SEJEJS Nauris,Male,Latvia,1,50,61,81.9672131147541
SEJERSTED Adrian Smiseth,Male,Norway,1,54,84,64.28571428571429
SELEVKO Aleksandr,Male,Estonia,1,14,26,53.84615384615385
SELLER Ludek,Male,Czech Republic,1,59,115,51.30434782608696
SEMENENKO Evgeni,Male,ROC,1,108,217,49.76958525345622
SEMIKOV Ilia,Male,ROC,1,108,217,49.76958525345622
SEMYONOV Kirill,Male,ROC,1,108,217,49.76958525345622
SENTELER Sven,Male,Switzerland,1,95,169,56.213017751479285
SEPPALA Tero,Male,Finland,1,51,96,53.125
SERBAN Darius-Lucian,Male,Romania,1,13,21,61.904761904761905
SEROKHVOSTOV Daniil,Male,ROC,1,108,217,49.76958525345622
SHANG Jincai,Male,People's Republic of China,1,95,182,52.197802197802204
SHARIPZYANOV Damir,Male,ROC,1,108,217,49.76958525345622
SHARPE Darcy,Male,Canada,1,109,215,50.697674418604656
SHI Hao,Male,People's Republic of China,1,95,182,52.197802197802204
SHIN Ye Chan,Male,Republic of Korea,1,35,65,53.84615384615385
SHINHAMA Tatsuya,Male,Japan,1,49,121,40.49586776859504
SHIPACHYOV Vadim,Male,ROC,1,108,217,49.76958525345622
SHMURATKO Ivan,Male,Ukraine,1,24,46,52.17391304347826
SHORE Nick,Male,United States of America,1,116,225,51.55555555555556
SHPUNTAU Yahor,Male,Belarus,1,11,28,39.285714285714285
SHUMATE Jared,Male,United States of America,1,116,225,51.55555555555556
SHUSTER John,Male,United States of America,1,116,225,51.55555555555556
SIAO HIM FA Adam,Male,France,1,50,86,58.139534883720934
SICS Andris,Male,Latvia,1,50,61,81.9672131147541
SICS Juris,Male,Latvia,1,50,61,81.9672131147541
SIEBER Basil,Male,Switzerland,1,95,169,56.213017751479285
SIGHEL Pietro,Male,Italy,1,72,119,60.50420168067227
SIIMER Kristo,Male,Estonia,1,14,26,53.84615384615385
SILOVS Haralds,Male,Latvia,1,50,61,81.9672131147541
SILVA Manex,Male,Brazil,1,6,10,60.0
SIMA Michal,Male,Slovakia,1,37,50,74.0
SIMENC Miha,Male,Slovenia,1,23,44,52.27272727272727
SIMION Dario,Male,Switzerland,1,95,169,56.213017751479285
SINAPOV Anton,Male,Bulgaria,1,10,16,62.5
SINDELAR Jan,Male,Czech Republic,1,59,115,51.30434782608696
SITNIKOV Pavel,Male,ROC,1,108,217,49.76958525345622
SKENDER Marko,Male,Croatia,1,4,11,36.36363636363637
SKLENARIK Tomas,Male,Slovakia,1,37,50,74.0
SKLENICKA David,Male,Czech Republic,1,59,115,51.30434782608696
SKUPEK Marian,Male,Slovakia,1,37,50,74.0
SLAFKOVSKY Juraj,Male,Slovakia,1,37,50,74.0
SLEPYSHEV Anton,Male,ROC,1,108,217,49.76958525345622
SLOTINS Roberts,Male,Latvia,1,50,61,81.9672131147541
