name,gender,country,discipline,discipline_code,medal_type,athlete_index,athletes_sent,athletes_total,athlete_%,medal_count
LEE Sangho,Male,Republic of Korea,Snowboard,SBD,,1,36,68,52.94117647058824,10
LEE Seung Hoon,Male,Republic of Korea,Speed Skating,SSK,Bronze,1,36,68,52.94117647058824,10
LEE Seung Hun,Male,Republic of Korea,Freestyle Skiing,FRS,,1,36,68,52.94117647058824,10
LEE Sihyeong,Male,Republic of Korea,Figure Skating,FSK,,1,36,68,52.94117647058824,10
LEFEBVRE Jules,Male,Canada,Snowboard,SBD,,1,113,223,50.672645739910315,28
LEFEBVRE Lionel,Male,France,Bobsleigh,BOB,,1,55,92,59.78260869565217,17
LEGNAVSKY Gustav,Male,New Zealand,Freestyle Skiing,FRS,,1,9,16,56.25,1
LEHMAN Emery,Male,United States of America,Speed Skating,SSK,Bronze,1,118,231,51.082251082251084,20
LEHTONEN Mikko,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
LEITNER Felix,Male,Austria,Biathlon,BTH,,1,71,113,62.83185840707964,21
LEJSEK Michael,Male,Czech Republic,Luge,LUG,,1,59,115,51.30434782608696,0
LEMAN Brady,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
LEMMERER Harald,Male,Austria,Biathlon,BTH,,1,71,113,62.83185840707964,21
LENC Radan,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
LENNSTROM Theodor,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
LEONI Tommaso,Male,Italy,Snowboard,SBD,,1,76,127,59.84251968503938,13
LEPAPE Sebastien,Male,France,Short Track Speed Skating,STK,,1,55,92,59.78260869565217,17
LESSER Erik,Male,Germany,Biathlon,BTH,,1,105,161,65.21739130434783,37
LEVEILLE Olivier,Male,Canada,Cross-Country Skiing,CCS,,1,113,223,50.672645739910315,28
LEVI Devon,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
LEYHE Stephan,Male,Germany,Ski Jumping,SJP,Bronze,1,105,161,65.21739130434783,37
LI Chunjian,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
LI Wenlong,Male,People's Republic of China,Short Track Speed Skating,STK,Silver,1,98,191,51.30890052356021,11
LIAN Ziwen,Male,People's Republic of China,Speed Skating,SSK,,1,98,191,51.30890052356021,11
LICEF Miha,Male,Slovenia,Cross-Country Skiing,CCS,,1,25,48,52.083333333333336,8
LIIV Marten,Male,Estonia,Speed Skating,SSK,,1,14,26,53.84615384615385,0
LILLIS Christopher,Male,United States of America,Freestyle Skiing,FRS,Gold,1,118,231,51.082251082251084,20
LIM Namkyu,Male,Republic of Korea,Luge,LUG,,1,36,68,52.94117647058824,10
LINDBOHM Petteri,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
LINDHOLM Remi,Male,Finland,Cross-Country Skiing,CCS,,1,53,99,53.535353535353536,29
LINDVIK Marius,Male,Norway,Ski Jumping,SJP,Gold,1,70,108,64.81481481481481,43
LING Zhi,Male,People's Republic of China,Curling,CUR,,1,98,191,51.30890052356021,11
LITVINTSEV Vladimir,Male,Azerbaijan,Figure Skating,FSK,,1,1,2,50.0,0
LIU Jie,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
LIU Rongsheng,Male,People's Republic of China,Cross-Country Skiing,CCS,,1,98,191,51.30890052356021,11
LIU Shaoang,Male,Hungary,Short Track Speed Skating,STK,Bronze,1,10,16,62.5,5
LIU Shaoang,Male,Hungary,Short Track Speed Skating,STK,Bronze,1,10,16,62.5,5
LIU Shaoang,Male,Hungary,Short Track Speed Skating,STK,Gold,1,10,16,62.5,5
LIU Shaolin Sandor,Male,Hungary,Short Track Speed Skating,STK,Bronze,1,10,16,62.5,5
LIU Wei,Male,People's Republic of China,Bobsleigh,BOB,,1,98,191,51.30890052356021,11
LIU Xinyu,Male,People's Republic of China,Figure Skating,FSK,,1,98,191,51.30890052356021,11
LLISO Javier,Male,Spain,Freestyle Skiing,FRS,,1,10,14,71.42857142857143,0
LOCH Felix,Male,Germany,Luge,LUG,,1,105,161,65.21739130434783,37
LOCHNER Johannes,Male,Germany,Bobsleigh,BOB,Silver,1,105,161,65.21739130434783,37
LOCHNER Johannes,Male,Germany,Bobsleigh,BOB,Silver,1,105,161,65.21739130434783,37
LOEFFEL Romain,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
LOGINOV Alexander,Male,ROC,Biathlon,BTH,Bronze,1,119,235,50.638297872340424,60
LOGINOV Alexander,Male,ROC,Biathlon,BTH,Bronze,1,119,235,50.638297872340424,60
LOGINOV Dmitrii,Male,ROC,Snowboard,SBD,,1,119,235,50.638297872340424,60
LOIBL Stefan,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
LOKMIC Emir,Male,Bosnia and Herzegovina,Alpine Skiing,ALP,,1,3,6,50.0,0
LOOMIS Ben,Male,United States of America,Nordic Combined,NCB,,1,118,231,51.082251082251084,20
LOPIN Dmitrii,Male,ROC,Bobsleigh,BOB,,1,119,235,50.638297872340424,60
LORENTZEN Haavard Holmefjord,Male,Norway,Speed Skating,SSK,Bronze,1,70,108,64.81481481481481,43
LOUGHRAN Eric,Male,United States of America,Freestyle Skiing,FRS,,1,118,231,51.082251082251084,20
LUDWIG Johannes,Male,Germany,Luge,LUG,Gold,1,105,161,65.21739130434783,37
LUDWIG Johannes,Male,Germany,Luge,LUG,Gold,1,105,161,65.21739130434783,37
LUEFTNER Julian,Male,Austria,Snowboard,SBD,,1,71,113,62.83185840707964,21
LUO Jia,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
LYSETSKYI Andrii,Male,Ukraine,Luge,LUG,,1,24,46,52.17391304347826,1
LYU Yixin,Male,People's Republic of China,Ski Jumping,SJP,,1,98,191,51.30890052356021,11
MA Xiuyue,Male,People's Republic of China,Curling,CUR,,1,98,191,51.30890052356021,11
MACEDO Michel,Male,Brazil,Alpine Skiing,ALP,,1,6,10,60.0,0
MACKAY Brendan,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
MADSEN Morten,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
MAEDER Carlos,Male,Ghana,Alpine Skiing,ALP,,1,1,1,100.0,0
MAEKIAHO Arttu,Male,Finland,Nordic Combined,NCB,,1,53,99,53.535353535353536,29
MAENALANEN Saku,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
MAES Sam,Male,Belgium,Alpine Skiing,ALP,,1,11,19,57.89473684210527,1
MAGAZEEV Pavel,Male,Republic of Moldova,Biathlon,BTH,,1,2,5,40.0,0
MAGNIN Thibault,Male,Spain,Freestyle Skiing,FRS,,1,10,14,71.42857142857143,0
MAGNUSSEN Bjoern,Male,Norway,Speed Skating,SSK,,1,70,108,64.81481481481481,43
MAGNUSSON Daniel,Male,Sweden,Curling,CUR,Gold,1,66,126,52.38095238095239,12
MAGNUSSON Oliwer,Male,Sweden,Freestyle Skiing,FRS,,1,66,126,52.38095238095239,12
MAGYAR Mark,Male,Hungary,Figure Skating,FSK,,1,10,16,62.5,5
MAIER Benjamin,Male,Austria,Bobsleigh,BOB,,1,71,113,62.83185840707964,21
MAIER Samuel,Male,Austria,Skeleton,SKN,,1,71,113,62.83185840707964,21
MAJOR Billy,Male,Great Britain,Alpine Skiing,ALP,,1,27,49,55.10204081632652,5
MAJOROV Nikolaj,Male,Sweden,Figure Skating,FSK,,1,66,126,52.38095238095239,12
MAKAROV Maksim,Male,Republic of Moldova,Biathlon,BTH,,1,2,5,40.0,0
MAKI Joni,Male,Finland,Cross-Country Skiing,CCS,Silver,1,53,99,53.535353535353536,29
MALFATTI Michele,Male,Italy,Speed Skating,SSK,,1,76,127,59.84251968503938,13
MALGIN Denis,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
MALONEY WESTGAARD Thomas,Male,Ireland,Cross-Country Skiing,CCS,,1,4,6,66.66666666666666,0
MALTSEV Artem,Male,ROC,Cross-Country Skiing,CCS,,1,119,235,50.638297872340424,60
MALTSEV Kevin,Male,Estonia,Ski Jumping,SJP,,1,14,26,53.84615384615385,0
MAMCICS Roberts,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
MANDZIY Andriy,Male,Ukraine,Luge,LUG,,1,24,46,52.17391304347826,1
MANIFICAT Maurice,Male,France,Cross-Country Skiing,CCS,Bronze,1,55,92,59.78260869565217,17
MANKOV Ilya,Male,ROC,Ski Jumping,SJP,,1,119,235,50.638297872340424,60
MANN Strauss,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
MANNINEN Sakari,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
MANTIA Joey,Male,United States of America,Speed Skating,SSK,Bronze,1,118,231,51.082251082251084,20
MAO Bingqiang,Male,People's Republic of China,Freestyle Skiing,FRS,,1,98,191,51.30890052356021,11
MARCHANT Armand,Male,Belgium,Alpine Skiing,ALP,,1,11,19,57.89473684210527,1
MARGIS Thorsten,Male,Germany,Bobsleigh,BOB,Gold,1,105,161,65.21739130434783,37
MARGIS Thorsten,Male,Germany,Bobsleigh,BOB,Gold,1,105,161,65.21739130434783,37
MARGUC Rok,Male,Slovenia,Snowboard,SBD,,1,25,48,52.083333333333336,8
MARINARO Michael,Male,Canada,Figure Skating,FSK,,1,113,223,50.672645739910315,28
MARINCIN Martin,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
MARSAGLIA Matteo,Male,Italy,Alpine Skiing,ALP,,1,76,127,59.84251968503938,13
MARTI Christian,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
MARTINS Edson Ricardo,Male,Brazil,Bobsleigh,BOB,,1,6,10,60.0,0
MARUSIAK Yevhen,Male,Ukraine,Ski Jumping,SJP,,1,24,46,52.17391304347826,1
MASTIEV Samir,Male,ROC,Nordic Combined,NCB,,1,119,235,50.638297872340424,60
MASTNAK Tim,Male,Slovenia,Snowboard,SBD,Silver,1,25,48,52.083333333333336,8
MATHESON James,Male,Australia,Freestyle Skiing,FRS,,1,21,44,47.72727272727273,1
MATHIES Lukas,Male,Austria,Snowboard,SBD,,1,71,113,62.83185840707964,21
MATSUDA So,Male,Japan,Freestyle Skiing,FRS,,1,53,129,41.08527131782946,16
MATT Michael,Male,Austria,Alpine Skiing,ALP,Gold,1,71,113,62.83185840707964,21
MATTSSON Niklas,Male,Sweden,Snowboard,SBD,,1,66,126,52.38095238095239,12
MAYER Matthias,Male,Austria,Alpine Skiing,ALP,Bronze,1,71,113,62.83185840707964,21
MAYER Matthias,Male,Austria,Alpine Skiing,ALP,Gold,1,71,113,62.83185840707964,21
MAZDZER Chris,Male,United States of America,Luge,LUG,,1,118,231,51.082251082251084,20
MAZURCHUK Dmytro,Male,Ukraine,Nordic Combined,NCB,,1,24,46,52.17391304347826,1
McBAIN Jack,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
McDONALD Cole,Male,United States of America,Freestyle Skiing,FRS,,1,118,231,51.082251082251084,20
McEACHRAN Evan,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
McGRATH Atle Lie,Male,Norway,Alpine Skiing,ALP,,1,70,108,64.81481481481481,43
McLAUGHLIN Marc,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
McMILLAN Hammy,Male,Great Britain,Curling,CUR,Silver,1,27,49,55.10204081632652,5
McMORRIS Mark,Male,Canada,Snowboard,SBD,Bronze,1,113,223,50.672645739910315,28
McTAVISH Mason,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
MEIJA Gints,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
MEILLARD Loic,Male,Switzerland,Alpine Skiing,ALP,,1,95,173,54.91329479768786,5
MEINERS Maarten,Male,Netherlands,Alpine Skiing,ALP,,1,23,51,45.09803921568628,5
MESSING Keegan,Male,Canada,Figure Skating,FSK,,1,113,223,50.672645739910315,28
MEYER Nicolai,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
MEYERS Ben,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
MICHAEL Peter,Male,New Zealand,Speed Skating,SSK,,1,9,16,56.25,1
MICHALSKI Piotr,Male,Poland,Speed Skating,SSK,,1,27,57,47.368421052631575,1
MICHEL Sandro,Male,Switzerland,Bobsleigh,BOB,,1,95,173,54.91329479768786,5
MICHEL Sven,Male,Switzerland,Curling,CUR,,1,95,173,54.91329479768786,5
MIDOL Bastien,Male,France,Freestyle Skiing,FRS,,1,55,92,59.78260869565217,17
MIELE Andy,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
MIKAYELYAN Mikayel,Male,Armenia,Cross-Country Skiing,CCS,,1,3,6,50.0,0
MIKNIS Matiss,Male,Latvia,Bobsleigh,BOB,,1,50,61,81.9672131147541,3
MILLAUER Clemens,Male,Austria,Snowboard,SBD,,1,71,113,62.83185840707964,21
MILLER Asa,Male,Philippines,Alpine Skiing,ALP,,1,1,1,100.0,0
MILYUKOV Konstantin,Male,Belarus,Figure Skating,FSK,,1,11,28,39.285714285714285,1
MINULIN Artyom,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
MIRAMBELL Ander,Male,Spain,Skeleton,SKN,,1,10,14,71.42857142857143,0
MIRCEA Robert,Male,Italy,Bobsleigh,BOB,,1,76,127,59.84251968503938,13
MIRONOV Dmitrii,Male,ROC,Curling,CUR,,1,119,235,50.638297872340424,60
MITTERER Sebastian,Male,Austria,Bobsleigh,BOB,,1,71,113,62.83185840707964,21
MIYATA Shogo,Male,Japan,Short Track Speed Skating,STK,,1,53,129,41.08527131782946,16
MIYAZAWA Hiroyuki,Male,Japan,Cross-Country Skiing,CCS,,1,53,129,41.08527131782946,16
MLYNAR Peter,Male,Slovakia,Cross-Country Skiing,CCS,,1,37,50,74.0,25
MOBAERG David,Male,Sweden,Freestyle Skiing,FRS,,1,66,126,52.38095238095239,12
MOBAERG Erik,Male,Sweden,Freestyle Skiing,FRS,,1,66,126,52.38095238095239,12
MOCH Friedrich,Male,Germany,Cross-Country Skiing,CCS,,1,105,161,65.21739130434783,37
MOFFATT Liam,Male,Canada,Snowboard,SBD,,1,113,223,50.672645739910315,28
MOFFATT Max,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
MORDASOV Mikhail,Male,ROC,Bobsleigh,BOB,,1,119,235,50.638297872340424,60
MORISHIGE Wataru,Male,Japan,Speed Skating,SSK,Bronze,1,53,129,41.08527131782946,16
MOROZOV Dmitriy,Male,Kazakhstan,Speed Skating,SSK,,1,17,34,50.0,0
MOROZOV Vladimir,Male,ROC,Figure Skating,FSK,Silver,1,119,235,50.638297872340424,60
MORRIS John,Male,Canada,Curling,CUR,,1,113,223,50.672645739910315,28
MOSANER Amos,Male,Italy,Curling,CUR,Gold,1,76,127,59.84251968503938,13
MOSER Benjamin,Male,Austria,Cross-Country Skiing,CCS,,1,71,113,62.83185840707964,21
MOSER Simon,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
MOTTET Killian,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
MOUAT Bruce,Male,Great Britain,Curling,CUR,Silver,1,27,49,55.10204081632652,5
MOZALEV Andrei,Male,ROC,Figure Skating,FSK,,1,119,235,50.638297872340424,60
MOZIK Vojtech,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
MUELLER Tobias,Male,Germany,Freestyle Skiing,FRS,,1,105,161,65.21739130434783,37
MUELLER Yannick,Male,Austria,Luge,LUG,,1,71,113,62.83185840707964,21
MUHLEN-SCHULTE Louis,Male,Australia,Alpine Skiing,ALP,,1,21,44,47.72727272727273,1
MUHLETHALER Laurent,Male,France,Nordic Combined,NCB,,1,55,92,59.78260869565217,17
MUKHIN Alexandr,Male,Kazakhstan,Biathlon,BTH,,1,17,34,50.0,0
MULLER Jonas,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
MULLER Mirco,Male,Switzerland,Ice Hockey,IHO,,1,95,173,54.91329479768786,5
MULLER Moritz,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
MURAKAMI Yuma,Male,Japan,Speed Skating,SSK,,1,53,129,41.08527131782946,16
MURASHOV Ruslan,Male,ROC,Speed Skating,SSK,,1,119,235,50.638297872340424,60
MURISIER Justin,Male,Switzerland,Alpine Skiing,ALP,,1,95,173,54.91329479768786,5
MUSGRAVE Andrew,Male,Great Britain,Cross-Country Skiing,CCS,,1,27,49,55.10204081632652,5
MUSHTAKOV Viktor,Male,ROC,Speed Skating,SSK,,1,119,235,50.638297872340424,60
MUSIL David,Male,Czech Republic,Ice Hockey,IHO,,1,59,115,51.30434782608696,0
MUZATON Maxence,Male,France,Alpine Skiing,ALP,,1,55,92,59.78260869565217,17
NADEAU Emile,Male,Canada,Freestyle Skiing,FRS,,1,113,223,50.672645739910315,28
NAGAI Hideaki,Male,Japan,Nordic Combined,NCB,Bronze,1,53,129,41.08527131782946,16
NAGLE Pat,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
NAKAMURA Naoki,Male,Japan,Ski Jumping,SJP,,1,53,129,41.08527131782946,16
NARALOCNIK Nejc,Male,Slovenia,Alpine Skiing,ALP,,1,25,48,52.083333333333336,8
NATTINEN Joonas,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
NAWRATH Philipp,Male,Germany,,BTH,,1,1,161,0.6211180124223602,0
NAZAROV Mikhail,Male,ROC,Ski Jumping,SJP,,1,119,235,50.638297872340424,60
NEDREGOTTEN Magnus,Male,Norway,Curling,CUR,Silver,1,70,108,64.81481481481481,43
NELIN Jesper,Male,Sweden,Biathlon,BTH,,1,66,126,52.38095238095239,12
NEMEC Simon,Male,Slovakia,Ice Hockey,IHO,Bronze,1,37,50,74.0,25
NEMME Edgars,Male,Latvia,Bobsleigh,BOB,,1,50,61,81.9672131147541,3
NERGAARD Torger,Male,Norway,Curling,CUR,,1,70,108,64.81481481481481,43
NESS Aaron,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
NESTEROV Nikita,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
NEUMULLER Mathieu,Male,Madagascar,Alpine Skiing,ALP,,1,1,2,50.0,0
NEWBY Brendan,Male,Ireland,Freestyle Skiing,FRS,,1,4,6,66.66666666666666,0
NICHOLS Mark,Male,Canada,Curling,CUR,Bronze,1,113,223,50.672645739910315,28
NIEDERBERGER Mathias,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
NIELSEN Frans,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
NIEWINSKI Michal,Male,Poland,Short Track Speed Skating,STK,,1,27,57,47.368421052631575,1
NIGHTINGALE Huw,Male,Great Britain,Snowboard,SBD,,1,27,49,55.10204081632652,5
NIITTYKOSKI Otto,Male,Finland,Nordic Combined,NCB,,1,53,99,53.535353535353536,29
NIKISHA Denis,Male,Kazakhstan,Short Track Speed Skating,STK,,1,17,34,50.0,0
NIKISHIN Alexander,Male,ROC,Ice Hockey,IHO,Silver,1,119,235,50.638297872340424,60
NIKITIN Maksym,Male,Ukraine,Figure Skating,FSK,,1,24,46,52.17391304347826,1
NIKITIN Stanislav,Male,ROC,Freestyle Skiing,FRS,,1,119,235,50.638297872340424,60
NIKOLAJEV Mirza,Male,Bosnia and Herzegovina,Luge,LUG,,1,3,6,50.0,0
NING Zhongyan,Male,People's Republic of China,Speed Skating,SSK,,1,98,191,51.30890052356021,11
NINIS Jozef,Male,Slovakia,Luge,LUG,,1,37,50,74.0,25
NISKANEN Iivo,Male,Finland,Cross-Country Skiing,CCS,Bronze,1,53,99,53.535353535353536,29
NISKANEN Iivo,Male,Finland,Cross-Country Skiing,CCS,Gold,1,53,99,53.535353535353536,29
NISKANEN Iivo,Male,Finland,Cross-Country Skiing,CCS,Silver,1,53,99,53.535353535353536,29
NOEBELS Marcel,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
NOEL Clement,Male,France,Alpine Skiing,ALP,Gold,1,55,92,59.78260869565217,17
NOERGAARD Mads,Male,Denmark,Curling,CUR,,1,34,63,53.96825396825397,0
NOERL Martin,Male,Germany,Snowboard,SBD,,1,105,161,65.21739130434783,37
NOGRADI Bence,Male,Hungary,Short Track Speed Skating,STK,,1,10,16,62.5,5
NORDGREN Leif,Male,United States of America,Biathlon,BTH,,1,118,231,51.082251082251084,20
NORDSTROM Joakim,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
NOREAU Maxim,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
NOSEK Jakub,Male,Czech Republic,Bobsleigh,BOB,,1,59,115,51.30434782608696,0
NOTZ Florian,Male,Germany,Cross-Country Skiing,CCS,,1,105,161,65.21739130434783,37
NOVAK Michal,Male,Czech Republic,Cross-Country Skiing,CCS,,1,59,115,51.30434782608696,0
NOVITSKII Nikita,Male,ROC,Freestyle Skiing,FRS,,1,119,235,50.638297872340424,60
NOWACZYK Michal,Male,Poland,Snowboard,SBD,,1,27,57,47.368421052631575,1
NOWAK Marco,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
NUIS Kjeld,Male,Netherlands,Speed Skating,SSK,Gold,1,23,51,45.09803921568628,5
NUMMEDAL Christian,Male,Norway,Freestyle Skiing,FRS,,1,70,108,64.81481481481481,43
O CONNOR Seamus,Male,Ireland,Snowboard,SBD,,1,4,6,66.66666666666666,0
OBOU Jose Delmas,Male,Italy,Bobsleigh,BOB,,1,76,127,59.84251968503938,13
ODA Takuro,Male,Japan,Speed Skating,SSK,,1,53,129,41.08527131782946,16
O'DELL Eric,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
ODERMATT Marco,Male,Switzerland,Alpine Skiing,ALP,Gold,1,95,173,54.91329479768786,5
ODOR Gabriel,Male,Austria,Speed Skating,SSK,,1,71,113,62.83185840707964,21
OFTEBRO Jens Luraas,Male,Norway,Nordic Combined,NCB,Silver,1,70,108,64.81481481481481,43
OFTEBRO Jens Luraas,Male,Norway,Nordic Combined,NCB,Gold,1,70,108,64.81481481481481,43
OGDEN Ben,Male,United States of America,Cross-Country Skiing,CCS,,1,118,231,51.082251082251084,20
OHTAMAA Atte,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
OJAMAKI Niko,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
OKIPNIUK Oleksandr,Male,Ukraine,Freestyle Skiing,FRS,,1,24,46,52.17391304347826,1
OLESEN Nick,Male,Denmark,Ice Hockey,IHO,,1,34,63,53.96825396825397,0
OLKINUORA Jussi,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
OLOFSSON Fredrik,Male,Sweden,Ice Hockey,IHO,,1,66,126,52.38095238095239,12
OMELIN Igor,Male,ROC,Freestyle Skiing,FRS,,1,119,235,50.638297872340424,60
O'NEILL Brian,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
OSCH Matthieu,Male,Luxembourg,Alpine Skiing,ALP,,1,1,2,50.0,0
OTSUKA Takeru,Male,Japan,Snowboard,SBD,,1,53,129,41.08527131782946,16
OTTERSPEER Hein,Male,Netherlands,Speed Skating,SSK,,1,23,51,45.09803921568628,5
OUBAN Yongli,Male,People's Republic of China,Ice Hockey,IHO,,1,98,191,51.30890052356021,11
OZAKI Kosuke,Male,Japan,Biathlon,BTH,,1,53,129,41.08527131782946,16
OZOLS Patriks,Male,Latvia,Ice Hockey,IHO,,1,50,61,81.9672131147541,3
PACHNER Lukas,Male,Austria,Snowboard,SBD,,1,71,113,62.83185840707964,21
PAGE Nick,Male,United States of America,Freestyle Skiing,FRS,,1,118,231,51.082251082251084,20
PAGNINI Alex,Male,Italy,Bobsleigh,BOB,,1,76,127,59.84251968503938,13
PAKARINEN Iiro,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
PARIS Dominik,Male,Italy,Alpine Skiing,ALP,,1,76,127,59.84251968503938,13
PARISSE Clement,Male,France,Cross-Country Skiing,CCS,Bronze,1,55,92,59.78260869565217,17
PARK Janghyuk,Male,Republic of Korea,Short Track Speed Skating,STK,Silver,1,36,68,52.94117647058824,10
PARK Jeun,Male,Republic of Korea,Nordic Combined,NCB,,1,36,68,52.94117647058824,10
PARK Jinyong,Male,Republic of Korea,Luge,LUG,,1,36,68,52.94117647058824,10
PARK Seonghyeon,Male,Republic of Korea,Speed Skating,SSK,,1,36,68,52.94117647058824,10
PARROT Max,Male,Canada,Snowboard,SBD,Gold,1,113,223,50.672645739910315,28
PARROT Max,Male,Canada,Snowboard,SBD,Bronze,1,113,223,50.672645739910315,28
PASCHKE Pius,Male,Germany,Ski Jumping,SJP,,1,105,161,65.21739130434783,37
PASQUALE Eddie,Male,Canada,Ice Hockey,IHO,,1,113,223,50.672645739910315,28
PATRICIAN Chris,Male,Canada,Bobsleigh,BOB,,1,113,223,50.672645739910315,28
PATTERSON Scott,Male,United States of America,Cross-Country Skiing,CCS,,1,118,231,51.082251082251084,20
PAUL Tomas,Male,Czech Republic,Curling,CUR,,1,59,115,51.30434782608696,0
PAVLICHENKO Semen,Male,ROC,Luge,LUG,,1,119,235,50.638297872340424,60
PAYER Alexander,Male,Austria,Snowboard,SBD,,1,71,113,62.83185840707964,21
PAZOUT Ondrej,Male,Czech Republic,Nordic Combined,NCB,,1,59,115,51.30434782608696,0
PECHOUSEK Jan,Male,Czech Republic,Cross-Country Skiing,CCS,,1,59,115,51.30434782608696,0
PEDERSEN Isak Stianson,Male,Iceland,Cross-Country Skiing,CCS,,1,3,5,60.0,0
PEDERSEN Robin,Male,Norway,Ski Jumping,SJP,,1,70,108,64.81481481481481,43
PEDERSEN Sverre Lunde,Male,Norway,Speed Skating,SSK,Gold,1,70,108,64.81481481481481,43
PEIER Killian,Male,Switzerland,Ski Jumping,SJP,,1,95,173,54.91329479768786,5
PEKNY Zdenek,Male,Czech Republic,Luge,LUG,,1,59,115,51.30434782608696,0
PELLEGRINO Federico,Male,Italy,Cross-Country Skiing,CCS,Silver,1,76,127,59.84251968503938,13
PELTOLA Simo,Male,Finland,Freestyle Skiing,FRS,,1,53,99,53.535353535353536,29
PENG Junyue,Male,People's Republic of China,Luge,LUG,,1,98,191,51.30890052356021,11
PENTTALA Olli,Male,Finland,Freestyle Skiing,FRS,,1,53,99,53.535353535353536,29
PEPENE Paul Constantin,Male,Romania,Cross-Country Skiing,CCS,,1,13,21,61.904761904761905,0
PERBIX Nick,Male,United States of America,Ice Hockey,IHO,,1,118,231,51.082251082251084,20
PEREKHODA Ruslan,Male,Ukraine,Cross-Country Skiing,CCS,,1,24,46,52.17391304347826,1
PERROT Eric,Male,France,Biathlon,BTH,,1,55,92,59.78260869565217,17
PERSSON Anton,Male,Sweden,Cross-Country Skiing,CCS,,1,66,126,52.38095238095239,12
PESONEN Harri,Male,Finland,Ice Hockey,IHO,Gold,1,53,99,53.535353535353536,29
PETER Dominik,Male,Switzerland,Ski Jumping,SJP,,1,95,173,54.91329479768786,5
PFIFFNER Marco,Male,Liechtenstein,Alpine Skiing,ALP,,1,1,2,50.0,0
PFODERL Leonhard,Male,Germany,Ice Hockey,IHO,,1,105,161,65.21739130434783,37
PHILP Trevor,Male,Canada,Alpine Skiing,ALP,,1,113,223,50.672645739910315,28
